Orthogroup	CE_TRX
OG0000111	E03A3.4.p1
OG0000111	F07B7.5.p1
OG0000111	F08G2.3.p1
OG0000111	F17E9.10.p1
OG0000111	F20D6.9.p1
OG0000111	F22B3.2.p1
OG0000111	F45E1.6.p1
OG0000111	F45F2.13.p1
OG0000111	F54E12.1.p1
OG0000111	F55G1.2.p1
OG0000111	K06C4.13.p1
OG0000111	K06C4.5.p1
OG0000111	T10C6.13.p1
OG0000111	W05B10.1.p1
OG0000111	Y49E10.6a.p1
OG0000111	Y49E10.6b.p2
OG0000111	ZK131.2.p1
OG0000111	ZK131.3.p1
OG0000111	ZK131.7.p1
OG0000116	Y41G9A.4a.p1
OG0000116	Y41G9A.4b.p1
OG0000116	Y41G9A.4c.p1
OG0000116	ZK180.1.p1
OG0000117	B0218.3.p1
OG0000117	C04G6.1a.p1
OG0000117	C04G6.1b.p1
OG0000117	C04G6.1c.p1
OG0000117	C05D10.2a.p1
OG0000117	C05D10.2c.p1
OG0000117	F09C12.2.p1
OG0000117	F42G8.3a.p1
OG0000117	F42G8.3b.p1
OG0000117	F42G8.4.p1
OG0000117	F43C1.2a.p1
OG0000117	F43C1.2b.p1
OG0000117	T07A9.3.p1
OG0000117	W06F12.1a.p1
OG0000117	W06F12.1b.p1
OG0000117	W06F12.1c.p1
OG0000117	W06F12.1d.p1
OG0000117	W06F12.1e.p1
OG0000117	ZC416.4.p1
OG0000118	B0303.11.p1
OG0000118	F10E7.9.p1
OG0000118	H16O14.1a.p1
OG0000118	H16O14.1b.p1
OG0000118	H16O14.1c.p1
OG0000118	K02A2.3.p1
OG0000118	R13A1.2.p1
OG0000118	T04B8.5a.p1
OG0000118	T04B8.5b.p1
OG0000118	T04B8.5c.p1
OG0000118	Y37A1C.1a.p1
OG0000118	Y37A1C.1b.p1
OG0000118	Y37A1C.1c.p1
OG0000118	Y37A1C.1d.p1
OG0000118	Y37A1C.1e.p1
OG0000122	C06E2.3.p1
OG0000122	F40G9.3.p1
OG0000122	M7.1.p1
OG0000126	C55A6.2a.p1
OG0000126	C55A6.2b.p1
OG0000126	F25C8.5.p1
OG0000126	H23L24.3a.p1
OG0000126	H23L24.3b.p1
OG0000126	K07C5.7.p1
OG0000126	ZK1128.6a.p1
OG0000126	ZK1128.6b.p1
OG0000127	C05B5.7a.p1
OG0000127	C05B5.7b.p1
OG0000127	C16C2.2a.p1
OG0000127	C16C2.2b.p1
OG0000127	C29H12.3a.p1
OG0000127	C29H12.3b.p1
OG0000127	C29H12.3c.p1
OG0000127	C41G11.3.p1
OG0000127	F16H9.1a.p1
OG0000127	F16H9.1b.p1
OG0000127	F16H9.1c.p1
OG0000127	F16H9.1d.p1
OG0000127	F28C1.2a.p1
OG0000127	F28C1.2b.p1
OG0000127	F28C1.2c.p1
OG0000127	F56B6.2a.p1
OG0000127	F56B6.2b.p1
OG0000127	F56B6.2c.p1
OG0000127	F56B6.2d.p1
OG0000127	F56B6.2e.p1
OG0000127	F56B6.2f.p1
OG0000127	F56B6.2g.p1
OG0000127	Y38E10A.21a.p1
OG0000127	Y38E10A.21b.p1
OG0000130	C25H3.11.p1
OG0000130	T08G11.1a.p1
OG0000130	T08G11.1b.p1
OG0000131	W09C5.2.p1
OG0000131	Y50E8A.4a.p1
OG0000131	Y50E8A.4b.p1
OG0000131	Y50E8A.4c.p1
OG0000133	B0395.3.p1
OG0000133	F09F3.9.p1
OG0000133	F41E7.6.p1
OG0000133	K11D12.4.p1
OG0000133	T20B3.1.p1
OG0000133	W01A11.5.p1
OG0000133	W03F9.4.p1
OG0000133	Y46G5A.17.p1
OG0000133	Y48G9A.10.p1
OG0000133	ZC416.8b.p1
OG0000135	C44B11.3.p1
OG0000135	C47B2.3.p1
OG0000135	F16D3.1.p1
OG0000135	F26E4.8a.p1
OG0000135	F26E4.8b.p1
OG0000135	F32H2.9.p1
OG0000135	F40F4.5.p1
