Orthogroup	Ihof_TRX
OG0000083	Ihof_2321
OG0000083	Ihof_5657
OG0000084	Ihof_1401
OG0000084	Ihof_6506
OG0000084	Ihof_7843
OG0000084	Ihof_9443
OG0000086	Ihof_1303
OG0000086	Ihof_5049
OG0000087	Ihof_2048
OG0000087	Ihof_3942
OG0000087	Ihof_7074
OG0000087	Ihof_7126
OG0000087	Ihof_7702
OG0000087	Ihof_8642
OG0000087	Ihof_9069
OG0000087	Ihof_9481
OG0000087	Ihof_9818
OG0000087	Ihof_9992
OG0000088	Ihof_2675
OG0000088	Ihof_3022
OG0000088	Ihof_4173
OG0000088	Ihof_4365
OG0000088	Ihof_599
OG0000088	Ihof_627
OG0000088	Ihof_7457
OG0000088	Ihof_7557
OG0000088	Ihof_7759
OG0000089	Ihof_1148
OG0000089	Ihof_6027
OG0000089	Ihof_7580
OG0000089	Ihof_8602
OG0000090	Ihof_4713
OG0000090	Ihof_7161
OG0000090	Ihof_7205
OG0000091	Ihof_2683
OG0000091	Ihof_3043
OG0000091	Ihof_490
OG0000091	Ihof_6329
OG0000091	Ihof_9265
OG0000093	Ihof_4815
OG0000094	Ihof_4497
OG0000094	Ihof_7209
OG0000095	Ihof_6037
OG0000097	Ihof_1187
OG0000097	Ihof_3167
OG0000097	Ihof_4962
OG0000097	Ihof_9171
OG0000097	Ihof_9243
OG0000097	Ihof_9349
OG0000097	Ihof_9727
OG0000099	Ihof_10496
OG0000099	Ihof_1181
OG0000099	Ihof_6690
OG0000099	Ihof_8644
OG0000099	Ihof_888
OG0000100	Ihof_1898
OG0000100	Ihof_2495
OG0000100	Ihof_3392
OG0000100	Ihof_5475
OG0000100	Ihof_8024
OG0000100	Ihof_8464
OG0000101	Ihof_10070
OG0000101	Ihof_32
OG0000101	Ihof_4017
OG0000101	Ihof_4018
OG0000101	Ihof_4176
OG0000101	Ihof_512
OG0000101	Ihof_5260
OG0000101	Ihof_5333
OG0000101	Ihof_6912
OG0000101	Ihof_7772
OG0000101	Ihof_7888
OG0000101	Ihof_7927
OG0000101	Ihof_8028
OG0000101	Ihof_8051
OG0000101	Ihof_8443
OG0000101	Ihof_9633
OG0000103	Ihof_1906
OG0000103	Ihof_2245
OG0000103	Ihof_3143
OG0000103	Ihof_6638
OG0000103	Ihof_6669
OG0000103	Ihof_7820
OG0000106	Ihof_10059
OG0000106	Ihof_10271
OG0000106	Ihof_10421
OG0000106	Ihof_1139
OG0000106	Ihof_1993
OG0000106	Ihof_2055
OG0000106	Ihof_3593
OG0000106	Ihof_4425
OG0000106	Ihof_4950
OG0000106	Ihof_5352
OG0000106	Ihof_5677
OG0000106	Ihof_5807
OG0000106	Ihof_6251
OG0000106	Ihof_6702
OG0000107	Ihof_111
OG0000107	Ihof_1744
OG0000107	Ihof_4992
OG0000107	Ihof_5393
OG0000107	Ihof_8018
OG0000108	Ihof_219
OG0000108	Ihof_443
OG0000108	Ihof_6370
OG0000108	Ihof_68
OG0000108	Ihof_6939
OG0000108	Ihof_8598
OG0000108	Ihof_8865
OG0000111	Ihof_1188
OG0000111	Ihof_2403
OG0000111	Ihof_3168
OG0000111	Ihof_362
OG0000111	Ihof_4503
OG0000111	Ihof_4961
OG0000111	Ihof_8198
OG0000111	Ihof_9172
OG0000111	Ihof_9348
OG0000111	Ihof_9726
OG0000115	Ihof_4107
OG0000115	Ihof_6794
OG0000115	Ihof_8555
OG0000115	Ihof_9954
OG0000116	Ihof_1778
OG0000117	Ihof_10131
OG0000117	Ihof_3350
OG0000117	Ihof_8370
OG0000118	Ihof_10052
OG0000118	Ihof_3237
OG0000118	Ihof_4655
OG0000122	Ihof_10309
OG0000122	Ihof_5354
OG0000122	Ihof_6725
OG0000122	Ihof_8561
OG0000126	Ihof_6933
OG0000127	Ihof_4180
OG0000127	Ihof_4871
OG0000127	Ihof_7165
OG0000127	Ihof_9311
OG0000127	Ihof_9382
OG0000130	Ihof_2447
OG0000130	Ihof_3069
OG0000130	Ihof_5274
OG0000130	Ihof_5572
OG0000130	Ihof_7562
OG0000130	Ihof_7688
OG0000130	Ihof_7972
OG0000130	Ihof_8738
OG0000130	Ihof_8994
OG0000130	Ihof_964
OG0000131	Ihof_3483
OG0000131	Ihof_4681
OG0000131	Ihof_5193
OG0000131	Ihof_5467
OG0000131	Ihof_5682
OG0000131	Ihof_5790
OG0000131	Ihof_685
OG0000131	Ihof_9483
OG0000131	Ihof_9490
OG0000133	Ihof_541
OG0000133	Ihof_7794
OG0000135	Ihof_1739
OG0000137	Ihof_2383
OG0000137	Ihof_412
OG0000137	Ihof_415
OG0000137	Ihof_5341
OG0000137	Ihof_5976
OG0000137	Ihof_8737
OG0000137	Ihof_9997
OG0000140	Ihof_10010
OG0000140	Ihof_10689
OG0000140	Ihof_7192
OG0000140	Ihof_7193
OG0000141	Ihof_10253
OG0000141	Ihof_638
OG0000141	Ihof_8245
OG0000141	Ihof_8417
OG0000142	Ihof_4682
OG0000142	Ihof_844
OG0000142	Ihof_9035
OG0000142	Ihof_993
OG0000143	Ihof_1189
OG0000143	Ihof_1281
OG0000143	Ihof_1283
OG0000143	Ihof_3166
OG0000143	Ihof_4960
OG0000143	Ihof_8199
OG0000143	Ihof_9173
OG0000143	Ihof_9347
OG0000143	Ihof_9725
OG0000144	Ihof_8543
OG0000146	Ihof_5376
OG0000146	Ihof_5378
OG0000148	Ihof_1161
OG0000148	Ihof_7265
OG0000149	Ihof_10152
OG0000149	Ihof_10153
OG0000149	Ihof_10622
OG0000149	Ihof_1463
OG0000149	Ihof_2006
OG0000149	Ihof_3476
OG0000149	Ihof_3478
OG0000149	Ihof_4735
OG0000149	Ihof_4799
OG0000149	Ihof_8528
OG0000149	Ihof_8677
OG0000151	Ihof_8113
OG0000152	Ihof_10062
OG0000152	Ihof_1097
OG0000152	Ihof_1748
OG0000152	Ihof_3001
OG0000152	Ihof_4639
OG0000152	Ihof_5427
OG0000152	Ihof_6476
OG0000152	Ihof_9151
OG0000153	Ihof_1595
OG0000153	Ihof_2256
OG0000153	Ihof_4161
OG0000153	Ihof_4360
OG0000153	Ihof_4756
OG0000153	Ihof_5831
OG0000153	Ihof_594
OG0000153	Ihof_5987
OG0000153	Ihof_6352
OG0000153	Ihof_6402
OG0000153	Ihof_6629
OG0000153	Ihof_6753
OG0000153	Ihof_7016
OG0000153	Ihof_7776
OG0000153	Ihof_783
OG0000153	Ihof_7948
OG0000153	Ihof_9809
OG0000155	Ihof_1212
OG0000155	Ihof_4003
OG0000155	Ihof_4006
OG0000155	Ihof_4125
OG0000155	Ihof_4252
OG0000155	Ihof_5360
OG0000155	Ihof_5383
OG0000155	Ihof_5384
OG0000155	Ihof_5505
OG0000155	Ihof_6640
OG0000156	Ihof_5518
OG0000166	Ihof_2023
OG0000166	Ihof_6311
OG0000166	Ihof_6583
OG0000170	Ihof_8124
OG0000171	Ihof_10105
OG0000171	Ihof_10198
OG0000171	Ihof_10396
OG0000171	Ihof_3436
OG0000171	Ihof_3504
OG0000171	Ihof_3940
OG0000171	Ihof_5185
OG0000171	Ihof_6369
OG0000171	Ihof_740
OG0000171	Ihof_9988
OG0000172	Ihof_2174
OG0000172	Ihof_2489
OG0000172	Ihof_5418
OG0000172	Ihof_7541
OG0000172	Ihof_8703
OG0000173	Ihof_887
OG0000173	Ihof_9637
OG0000174	Ihof_10319
OG0000174	Ihof_2205
OG0000174	Ihof_245
OG0000174	Ihof_2665
OG0000174	Ihof_6106
OG0000174	Ihof_7625
OG0000175	Ihof_4419
OG0000175	Ihof_5452
OG0000175	Ihof_7055
OG0000177	Ihof_2322
OG0000177	Ihof_3606
OG0000177	Ihof_3850
OG0000177	Ihof_5826
OG0000177	Ihof_8985
OG0000178	Ihof_3974
OG0000178	Ihof_8760
OG0000179	Ihof_573
OG0000179	Ihof_9419
OG0000182	Ihof_1512
OG0000182	Ihof_2626
OG0000182	Ihof_5090
OG0000182	Ihof_5781
OG0000182	Ihof_9942
OG0000183	Ihof_5478
OG0000183	Ihof_6309
OG0000183	Ihof_7703
OG0000183	Ihof_8425
OG0000184	Ihof_4175
OG0000184	Ihof_9115
OG0000185	Ihof_10331
OG0000185	Ihof_1357
OG0000185	Ihof_4283
OG0000185	Ihof_9584
OG0000186	Ihof_2800
OG0000186	Ihof_3836
OG0000186	Ihof_5858
OG0000186	Ihof_984
OG0000187	Ihof_3133
OG0000188	Ihof_1777
OG0000188	Ihof_4583
OG0000188	Ihof_5493
OG0000193	Ihof_172
OG0000193	Ihof_5580
OG0000193	Ihof_8434
OG0000193	Ihof_9628
OG0000193	Ihof_9710
OG0000193	Ihof_9728
OG0000193	Ihof_9916
OG0000194	Ihof_2314
OG0000194	Ihof_5046
OG0000194	Ihof_8354
OG0000198	Ihof_2646
OG0000198	Ihof_3432
OG0000198	Ihof_5812
OG0000198	Ihof_5897
OG0000198	Ihof_5951
OG0000199	Ihof_6729
OG0000199	Ihof_9612
OG0000206	Ihof_10528
OG0000206	Ihof_3076
OG0000206	Ihof_5695
OG0000207	Ihof_8795
OG0000207	Ihof_9740
OG0000214	Ihof_515
OG0000214	Ihof_5735
OG0000214	Ihof_5736
OG0000214	Ihof_5737
OG0000214	Ihof_6437
OG0000214	Ihof_8178
OG0000214	Ihof_9375
OG0000215	Ihof_10276
OG0000215	Ihof_1193
OG0000215	Ihof_1258
OG0000215	Ihof_2045
OG0000215	Ihof_3556
OG0000217	Ihof_10304
OG0000217	Ihof_4008
OG0000217	Ihof_4009
OG0000217	Ihof_4392
OG0000217	Ihof_4660
OG0000217	Ihof_4758
OG0000217	Ihof_7112
OG0000217	Ihof_9784
OG0000220	Ihof_1818
OG0000220	Ihof_4492
OG0000221	Ihof_6812
OG0000222	Ihof_1937
OG0000226	Ihof_2738
OG0000226	Ihof_3158
OG0000226	Ihof_6605
OG0000228	Ihof_2976
OG0000228	Ihof_7273
OG0000228	Ihof_9176
OG0000230	Ihof_2345
OG0000230	Ihof_7534
OG0000230	Ihof_7827
OG0000231	Ihof_3901
OG0000231	Ihof_462
OG0000232	Ihof_31
OG0000232	Ihof_3148
OG0000232	Ihof_4965
OG0000232	Ihof_7581
OG0000232	Ihof_8584
OG0000232	Ihof_9158
OG0000233	Ihof_10632
OG0000233	Ihof_2077
OG0000233	Ihof_6627
OG0000233	Ihof_8880
OG0000233	Ihof_9649
OG0000235	Ihof_1656
OG0000235	Ihof_1671
OG0000235	Ihof_3112
OG0000235	Ihof_9754
OG0000235	Ihof_9799
OG0000237	Ihof_4640
OG0000238	Ihof_3055
OG0000238	Ihof_3635
OG0000238	Ihof_4830
OG0000238	Ihof_4831
OG0000240	Ihof_10294
OG0000241	Ihof_3036
OG0000241	Ihof_3412
OG0000241	Ihof_5413
OG0000241	Ihof_6407
OG0000244	Ihof_6227
OG0000244	Ihof_6442
OG0000245	Ihof_2989
OG0000245	Ihof_447
OG0000245	Ihof_6393
OG0000245	Ihof_7614
OG0000245	Ihof_9838
OG0000250	Ihof_7956
OG0000250	Ihof_9859
OG0000251	Ihof_6765
OG0000252	Ihof_1825
OG0000252	Ihof_2887
OG0000252	Ihof_4764
OG0000252	Ihof_5392
OG0000252	Ihof_7403
OG0000252	Ihof_7994
OG0000252	Ihof_8367
OG0000252	Ihof_8570
OG0000258	Ihof_3526
OG0000258	Ihof_3986
OG0000258	Ihof_4181
OG0000258	Ihof_586
OG0000258	Ihof_8413
OG0000258	Ihof_9398
OG0000261	Ihof_3846
OG0000262	Ihof_10060
OG0000262	Ihof_2909
OG0000262	Ihof_4919
OG0000262	Ihof_6199
OG0000262	Ihof_7456
OG0000262	Ihof_9284
OG0000263	Ihof_7852
OG0000264	Ihof_2210
OG0000264	Ihof_845
OG0000265	Ihof_4351
OG0000265	Ihof_4837
OG0000265	Ihof_5674
OG0000269	Ihof_10264
OG0000269	Ihof_4529
OG0000269	Ihof_5321
OG0000269	Ihof_6859
OG0000270	Ihof_3163
OG0000271	Ihof_8472
OG0000272	Ihof_1858
OG0000272	Ihof_3579
OG0000272	Ihof_8460
OG0000272	Ihof_8611
OG0000272	Ihof_866
OG0000274	Ihof_1767
OG0000274	Ihof_8610
OG0000275	Ihof_4561
OG0000275	Ihof_7886
OG0000275	Ihof_8511
OG0000277	Ihof_10178
OG0000277	Ihof_1077
OG0000277	Ihof_3812
OG0000277	Ihof_552
OG0000280	Ihof_6425
OG0000281	Ihof_3709
OG0000281	Ihof_4645
OG0000281	Ihof_9719
OG0000282	Ihof_1718
OG0000282	Ihof_2330
OG0000282	Ihof_3626
OG0000282	Ihof_5774
OG0000282	Ihof_790
OG0000283	Ihof_1252
OG0000286	Ihof_3397
OG0000286	Ihof_4418
OG0000286	Ihof_7445
OG0000287	Ihof_3088
OG0000287	Ihof_4354
OG0000287	Ihof_6410
OG0000287	Ihof_840
OG0000287	Ihof_8558
OG0000287	Ihof_886
OG0000287	Ihof_9270
OG0000289	Ihof_3469
OG0000292	Ihof_1807
OG0000292	Ihof_582
OG0000292	Ihof_597
OG0000293	Ihof_10106
OG0000293	Ihof_10108
OG0000293	Ihof_10681
OG0000293	Ihof_4632
OG0000293	Ihof_9613
OG0000295	Ihof_4869
OG0000296	Ihof_2600
OG0000296	Ihof_527
OG0000296	Ihof_9774
OG0000297	Ihof_10039
OG0000297	Ihof_2060
OG0000298	Ihof_3063
OG0000302	Ihof_151
OG0000302	Ihof_6603
OG0000302	Ihof_7787
OG0000303	Ihof_7068
OG0000303	Ihof_7585
OG0000305	Ihof_10175
OG0000305	Ihof_10206
OG0000305	Ihof_1514
OG0000305	Ihof_2916
OG0000305	Ihof_6258
OG0000305	Ihof_7751
OG0000305	Ihof_7867
OG0000305	Ihof_9857
OG0000307	Ihof_3679
OG0000307	Ihof_3698
OG0000307	Ihof_7009
OG0000307	Ihof_7851
OG0000308	Ihof_10204
OG0000308	Ihof_2142
OG0000308	Ihof_6050
OG0000308	Ihof_9832
OG0000311	Ihof_1953
OG0000313	Ihof_10116
OG0000313	Ihof_1735
OG0000313	Ihof_3780
OG0000316	Ihof_3496
OG0000317	Ihof_4644
OG0000317	Ihof_8303
OG0000318	Ihof_1647
OG0000318	Ihof_4559
OG0000318	Ihof_6472
OG0000318	Ihof_8851
OG0000318	Ihof_8911
OG0000318	Ihof_9285
OG0000319	Ihof_1740
OG0000319	Ihof_2531
OG0000319	Ihof_2904
OG0000319	Ihof_8532
OG0000325	Ihof_4897
OG0000325	Ihof_7942
OG0000325	Ihof_7957
OG0000325	Ihof_8437
OG0000325	Ihof_8440
OG0000325	Ihof_8442
OG0000326	Ihof_10014
OG0000326	Ihof_5477
OG0000326	Ihof_7026
OG0000327	Ihof_10516
OG0000327	Ihof_10538
OG0000327	Ihof_2894
OG0000327	Ihof_3681
OG0000327	Ihof_6076
OG0000327	Ihof_7147
OG0000328	Ihof_5991
OG0000328	Ihof_6243
OG0000329	Ihof_398
OG0000329	Ihof_4261
OG0000329	Ihof_8380
OG0000329	Ihof_9299
OG0000329	Ihof_9541
OG0000339	Ihof_3378
OG0000340	Ihof_8052
OG0000340	Ihof_8206
OG0000342	Ihof_10115
OG0000342	Ihof_7093
OG0000342	Ihof_9661
OG0000343	Ihof_30
OG0000343	Ihof_6561
OG0000343	Ihof_7742
OG0000344	Ihof_9913
OG0000345	Ihof_10401
OG0000345	Ihof_1195
OG0000345	Ihof_1967
OG0000345	Ihof_2593
OG0000345	Ihof_2931
OG0000345	Ihof_5874
OG0000345	Ihof_9336
OG0000348	Ihof_2539
OG0000348	Ihof_2803
OG0000348	Ihof_3837
OG0000348	Ihof_4367
OG0000348	Ihof_4368
OG0000348	Ihof_8822
OG0000349	Ihof_1956
OG0000349	Ihof_4847
OG0000350	Ihof_10515
OG0000350	Ihof_10718
OG0000350	Ihof_5724
OG0000350	Ihof_6714
OG0000350	Ihof_7183
OG0000350	Ihof_8520
OG0000351	Ihof_9650
OG0000352	Ihof_5844
OG0000352	Ihof_6935
OG0000352	Ihof_9466
OG0000353	Ihof_5887
OG0000358	Ihof_3003
OG0000358	Ihof_351
OG0000358	Ihof_6394
OG0000358	Ihof_9491
OG0000359	Ihof_4956
OG0000359	Ihof_6510
OG0000360	Ihof_1206
OG0000360	Ihof_2171
OG0000360	Ihof_4043
OG0000360	Ihof_424
OG0000362	Ihof_3800
OG0000362	Ihof_5462
OG0000362	Ihof_6165
OG0000362	Ihof_9451
OG0000365	Ihof_10671
OG0000365	Ihof_3523
OG0000365	Ihof_8692
OG0000366	Ihof_1529
OG0000366	Ihof_316
OG0000366	Ihof_5537
OG0000366	Ihof_7422
OG0000366	Ihof_8674
OG0000368	Ihof_2943
OG0000368	Ihof_4963
OG0000368	Ihof_6922
OG0000368	Ihof_735
OG0000372	Ihof_3286
OG0000372	Ihof_6256
OG0000372	Ihof_8332
OG0000373	Ihof_312
OG0000373	Ihof_9680
OG0000374	Ihof_4900
OG0000374	Ihof_7038
OG0000374	Ihof_7039
OG0000374	Ihof_7052
OG0000375	Ihof_10244
OG0000375	Ihof_4077
OG0000375	Ihof_8130
OG0000377	Ihof_1378
OG0000377	Ihof_259
OG0000377	Ihof_5810
OG0000378	Ihof_10202
OG0000378	Ihof_1575
OG0000378	Ihof_1969
OG0000378	Ihof_4843
OG0000378	Ihof_5767
OG0000378	Ihof_6064
OG0000378	Ihof_8496
OG0000378	Ihof_9406
OG0000385	Ihof_10141
OG0000385	Ihof_8517
OG0000385	Ihof_9708
OG0000388	Ihof_7171
OG0000389	Ihof_4317
OG0000389	Ihof_7771
OG0000390	Ihof_3346
OG0000390	Ihof_3492
OG0000392	Ihof_2468
OG0000392	Ihof_3175
OG0000392	Ihof_7986
OG0000392	Ihof_8579
OG0000393	Ihof_2991
OG0000393	Ihof_3423
OG0000393	Ihof_5556
OG0000393	Ihof_7712
OG0000393	Ihof_8142
OG0000394	Ihof_10446
OG0000396	Ihof_1062
OG0000396	Ihof_2759
OG0000396	Ihof_8329
OG0000398	Ihof_2195
OG0000401	Ihof_2176
OG0000401	Ihof_9445
OG0000401	Ihof_9446
OG0000403	Ihof_8034
OG0000403	Ihof_9278
OG0000405	Ihof_8438
OG0000405	Ihof_8439
OG0000406	Ihof_3320
OG0000406	Ihof_3808
OG0000406	Ihof_7588
OG0000407	Ihof_4179
OG0000407	Ihof_9671
OG0000408	Ihof_5990
OG0000408	Ihof_6919
OG0000408	Ihof_9551
OG0000409	Ihof_5280
OG0000409	Ihof_8155
OG0000410	Ihof_3690
OG0000411	Ihof_1546
OG0000411	Ihof_1766
OG0000411	Ihof_8924
OG0000412	Ihof_920
OG0000413	Ihof_1039
OG0000414	Ihof_6577
OG0000414	Ihof_7097
OG0000414	Ihof_9794
OG0000417	Ihof_2380
OG0000417	Ihof_9137
OG0000419	Ihof_1558
OG0000419	Ihof_2364
OG0000421	Ihof_1654
OG0000421	Ihof_4844
OG0000421	Ihof_5783
OG0000422	Ihof_10183
OG0000422	Ihof_1026
OG0000422	Ihof_7095
OG0000422	Ihof_8340
OG0000422	Ihof_8631
OG0000423	Ihof_8197
OG0000424	Ihof_4423
OG0000425	Ihof_3452
OG0000425	Ihof_4407
OG0000425	Ihof_7327
OG0000427	Ihof_1156
OG0000427	Ihof_1458
OG0000427	Ihof_3480
OG0000427	Ihof_3691
OG0000427	Ihof_9052
OG0000428	Ihof_1761
OG0000428	Ihof_383
OG0000428	Ihof_9764
OG0000430	Ihof_10109
OG0000430	Ihof_2085
OG0000430	Ihof_2282
OG0000430	Ihof_294
OG0000430	Ihof_8030
OG0000431	Ihof_1239
OG0000434	Ihof_7218
OG0000434	Ihof_9890
OG0000435	Ihof_8691
OG0000435	Ihof_9597
OG0000436	Ihof_9845
OG0000442	Ihof_1741
OG0000442	Ihof_841
OG0000442	Ihof_885
OG0000442	Ihof_9269
OG0000444	Ihof_2069
OG0000444	Ihof_2223
OG0000444	Ihof_7686
OG0000444	Ihof_7951
OG0000445	Ihof_1849
OG0000449	Ihof_2292
OG0000449	Ihof_2545
OG0000449	Ihof_8044
OG0000449	Ihof_8125
OG0000450	Ihof_2891
OG0000450	Ihof_6376
OG0000451	Ihof_2288
OG0000451	Ihof_4807
OG0000452	Ihof_4677
OG0000452	Ihof_6970
OG0000452	Ihof_7293
OG0000453	Ihof_2379
OG0000453	Ihof_251
OG0000453	Ihof_4808
OG0000453	Ihof_9051
OG0000454	Ihof_265
OG0000454	Ihof_3689
OG0000454	Ihof_3731
OG0000454	Ihof_4664
OG0000454	Ihof_5310
OG0000454	Ihof_6314
OG0000454	Ihof_7347
OG0000454	Ihof_7488
OG0000455	Ihof_47
OG0000455	Ihof_6689
OG0000456	Ihof_1975
OG0000456	Ihof_3419
OG0000456	Ihof_3639
OG0000456	Ihof_4290
OG0000456	Ihof_7379
OG0000456	Ihof_793
OG0000460	Ihof_137
OG0000460	Ihof_3811
OG0000460	Ihof_649
OG0000460	Ihof_9104
OG0000461	Ihof_1286
OG0000461	Ihof_1325
OG0000461	Ihof_3559
OG0000461	Ihof_4170
OG0000461	Ihof_4553
OG0000461	Ihof_5133
OG0000461	Ihof_7517
OG0000461	Ihof_8729
OG0000463	Ihof_1504
OG0000463	Ihof_308
OG0000463	Ihof_3448
OG0000463	Ihof_3862
OG0000463	Ihof_7839
OG0000463	Ihof_8363
OG0000464	Ihof_9456
OG0000465	Ihof_193
OG0000465	Ihof_6564
OG0000465	Ihof_7248
OG0000466	Ihof_4814
OG0000471	Ihof_6459
OG0000471	Ihof_8789
OG0000472	Ihof_5499
OG0000473	Ihof_10124
OG0000474	Ihof_629
OG0000474	Ihof_6574
OG0000475	Ihof_1513
OG0000475	Ihof_2105
OG0000475	Ihof_4976
OG0000475	Ihof_9203
OG0000476	Ihof_6021
OG0000476	Ihof_778
OG0000476	Ihof_9505
OG0000477	Ihof_10654
OG0000477	Ihof_10655
OG0000477	Ihof_4659
OG0000478	Ihof_2563
OG0000478	Ihof_8845
OG0000479	Ihof_10164
OG0000479	Ihof_10197
OG0000479	Ihof_1666
OG0000479	Ihof_1743
OG0000479	Ihof_2328
OG0000479	Ihof_2706
OG0000479	Ihof_2977
OG0000479	Ihof_6969
OG0000479	Ihof_7510
OG0000479	Ihof_8759
OG0000479	Ihof_9780
OG0000480	Ihof_6774
OG0000480	Ihof_6892
OG0000484	Ihof_3202
OG0000484	Ihof_5313
OG0000484	Ihof_6746
OG0000484	Ihof_7937
OG0000485	Ihof_156
OG0000485	Ihof_3562
OG0000485	Ihof_8263
OG0000489	Ihof_1274
OG0000489	Ihof_2582
OG0000489	Ihof_4190
OG0000489	Ihof_8636
OG0000489	Ihof_9583
OG0000490	Ihof_1380
OG0000490	Ihof_8281
OG0000491	Ihof_698
OG0000491	Ihof_9169
OG0000491	Ihof_9893
OG0000494	Ihof_1478
OG0000494	Ihof_4166
OG0000496	Ihof_10210
