Orthogroup	Clim_TRX
OG0000058	Clim_g3381
OG0000058	Clim_g4248
OG0000058	Clim_g5318
OG0000058	Clim_g6535
OG0000059	Clim_g521
OG0000063	Clim_g2046
OG0000063	Clim_g2091
OG0000063	Clim_g3417
OG0000063	Clim_g628
OG0000066	Clim_g110
OG0000066	Clim_g2418
OG0000066	Clim_g2606
OG0000066	Clim_g291
OG0000066	Clim_g5632
OG0000066	Clim_g5813
OG0000066	Clim_g6368
OG0000066	Clim_g6987
OG0000066	Clim_g706
OG0000067	Clim_g1698
OG0000067	Clim_g3472
OG0000069	Clim_g1289
OG0000069	Clim_g2219
OG0000069	Clim_g3645
OG0000069	Clim_g3827
OG0000069	Clim_g6649
OG0000072	Clim_g2858
OG0000072	Clim_g6342
OG0000072	Clim_g6925
OG0000072	Clim_g6926
OG0000076	Clim_g2000
OG0000076	Clim_g4903
OG0000076	Clim_g5408
OG0000076	Clim_g6158
OG0000077	Clim_g2882
OG0000077	Clim_g3111
OG0000077	Clim_g4100
OG0000077	Clim_g4386
OG0000077	Clim_g5988
OG0000077	Clim_g6887
OG0000079	Clim_g2090
OG0000079	Clim_g2387
OG0000079	Clim_g5142
OG0000079	Clim_g715
OG0000084	Clim_g1596
OG0000084	Clim_g454
OG0000084	Clim_g507
OG0000084	Clim_g664
OG0000086	Clim_g2272
OG0000086	Clim_g239
OG0000086	Clim_g2622
OG0000086	Clim_g4555
OG0000086	Clim_g4933
OG0000086	Clim_g5639
OG0000086	Clim_g758
OG0000087	Clim_g1181
OG0000087	Clim_g179
OG0000087	Clim_g2168
OG0000087	Clim_g3819
OG0000087	Clim_g6427
OG0000088	Clim_g2164
OG0000088	Clim_g4845
OG0000089	Clim_g1811
OG0000089	Clim_g1972
OG0000089	Clim_g2627
OG0000089	Clim_g2905
OG0000089	Clim_g4624
OG0000089	Clim_g6511
OG0000089	Clim_g683
OG0000090	Clim_g1298
OG0000090	Clim_g2522
OG0000091	Clim_g4841
OG0000094	Clim_g2687
OG0000094	Clim_g6539
OG0000094	Clim_g6542
OG0000094	Clim_g6613
OG0000095	Clim_g218
OG0000097	Clim_g1810
OG0000097	Clim_g2357
OG0000099	Clim_g1151
OG0000099	Clim_g1245
OG0000100	Clim_g325
OG0000100	Clim_g6762
OG0000100	Clim_g741
OG0000101	Clim_g2286
OG0000101	Clim_g2287
OG0000103	Clim_g1081
OG0000103	Clim_g236
OG0000103	Clim_g2422
OG0000103	Clim_g5377
OG0000103	Clim_g5876
OG0000103	Clim_g7
OG0000106	Clim_g167
OG0000106	Clim_g3949
OG0000106	Clim_g4414
OG0000106	Clim_g925
OG0000107	Clim_g2070
OG0000108	Clim_g2897
OG0000108	Clim_g3319
OG0000111	Clim_g1346
OG0000111	Clim_g4067
OG0000111	Clim_g491
OG0000115	Clim_g1630
OG0000115	Clim_g333
OG0000115	Clim_g6126
OG0000115	Clim_g6650
OG0000115	Clim_g725
OG0000116	Clim_g5393
OG0000117	Clim_g1355
OG0000117	Clim_g204
OG0000117	Clim_g3020
OG0000117	Clim_g4710
OG0000118	Clim_g5058
OG0000118	Clim_g762
OG0000122	Clim_g3091
OG0000122	Clim_g4103
OG0000122	Clim_g6803
OG0000126	Clim_g676
OG0000126	Clim_g766
OG0000127	Clim_g1900
OG0000130	Clim_g1684
OG0000130	Clim_g3535
OG0000131	Clim_g113
OG0000131	Clim_g3928
OG0000133	Clim_g1434
OG0000133	Clim_g2019
OG0000133	Clim_g2462
OG0000133	Clim_g2744
OG0000133	Clim_g3441
OG0000135	Clim_g1064
OG0000137	Clim_g1093
OG0000137	Clim_g165
OG0000137	Clim_g2566
OG0000137	Clim_g2852
OG0000138	Clim_g17
OG0000138	Clim_g1827
OG0000140	Clim_g4767
OG0000140	Clim_g959
OG0000141	Clim_g338
OG0000141	Clim_g707
OG0000142	Clim_g1481
OG0000142	Clim_g3297
OG0000142	Clim_g3956
OG0000142	Clim_g5663
OG0000142	Clim_g6727
OG0000142	Clim_g6939
OG0000142	Clim_g7000
OG0000143	Clim_g1809
OG0000143	Clim_g2356
OG0000144	Clim_g1747
OG0000144	Clim_g2970
OG0000144	Clim_g6841
OG0000145	Clim_g2823
OG0000146	Clim_g1033
OG0000146	Clim_g1372
OG0000146	Clim_g2291
OG0000146	Clim_g3088
OG0000146	Clim_g4268
OG0000146	Clim_g4545
OG0000146	Clim_g5277
OG0000146	Clim_g5399
OG0000146	Clim_g6026
OG0000146	Clim_g6779
OG0000146	Clim_g745
OG0000148	Clim_g5675
OG0000149	Clim_g309
OG0000149	Clim_g3446
OG0000149	Clim_g4678
OG0000149	Clim_g5471
OG0000151	Clim_g2338
OG0000151	Clim_g712
OG0000152	Clim_g426
OG0000152	Clim_g5299
OG0000152	Clim_g632
OG0000153	Clim_g1655
OG0000153	Clim_g4187
OG0000153	Clim_g4425
OG0000153	Clim_g457
OG0000155	Clim_g1730
OG0000155	Clim_g4240
OG0000155	Clim_g5530
OG0000155	Clim_g5805
OG0000156	Clim_g3221
OG0000156	Clim_g6150
OG0000157	Clim_g1070
OG0000157	Clim_g1416
OG0000157	Clim_g3560
OG0000157	Clim_g5982
OG0000157	Clim_g6071
OG0000166	Clim_g5619
OG0000170	Clim_g3327
OG0000171	Clim_g3083
OG0000171	Clim_g3905
OG0000172	Clim_g1575
OG0000172	Clim_g3715
OG0000172	Clim_g3786
OG0000172	Clim_g51
OG0000174	Clim_g1205
OG0000174	Clim_g2658
OG0000174	Clim_g3029
OG0000174	Clim_g5535
OG0000174	Clim_g6322
OG0000175	Clim_g6162
OG0000175	Clim_g6311
OG0000175	Clim_g846
OG0000177	Clim_g2277
OG0000177	Clim_g2576
OG0000177	Clim_g3984
OG0000177	Clim_g5220
OG0000177	Clim_g927
OG0000178	Clim_g1430
OG0000178	Clim_g1431
OG0000178	Clim_g18
OG0000178	Clim_g3039
OG0000178	Clim_g964
OG0000179	Clim_g3927
OG0000179	Clim_g3987
OG0000182	Clim_g2708
OG0000182	Clim_g4378
OG0000183	Clim_g2466
OG0000183	Clim_g6460
OG0000184	Clim_g4185
OG0000184	Clim_g4354
OG0000184	Clim_g5513
OG0000184	Clim_g6350
OG0000184	Clim_g685
OG0000185	Clim_g5082
OG0000185	Clim_g5151
OG0000185	Clim_g6840
OG0000186	Clim_g1407
OG0000186	Clim_g1894
OG0000186	Clim_g5414
OG0000186	Clim_g74
OG0000187	Clim_g5555
OG0000188	Clim_g1236
OG0000188	Clim_g1410
OG0000188	Clim_g2213
OG0000188	Clim_g6483
OG0000193	Clim_g2539
OG0000193	Clim_g2961
OG0000193	Clim_g3688
OG0000193	Clim_g949
OG0000194	Clim_g4163
OG0000194	Clim_g6424
OG0000198	Clim_g3144
OG0000198	Clim_g331
OG0000198	Clim_g4470
OG0000198	Clim_g5266
OG0000198	Clim_g6997
OG0000198	Clim_g7033
OG0000199	Clim_g3247
OG0000199	Clim_g4119
OG0000199	Clim_g4776
OG0000214	Clim_g5625
OG0000215	Clim_g896
OG0000216	Clim_g4486
OG0000220	Clim_g1320
OG0000221	Clim_g3523
OG0000222	Clim_g2747
OG0000222	Clim_g4447
OG0000222	Clim_g4495
OG0000222	Clim_g5211
OG0000222	Clim_g6210
OG0000222	Clim_g6211
OG0000226	Clim_g1536
OG0000226	Clim_g4341
OG0000226	Clim_g6461
OG0000227	Clim_g3601
OG0000227	Clim_g4476
OG0000228	Clim_g5818
OG0000230	Clim_g1622
OG0000230	Clim_g2951
OG0000230	Clim_g3344
OG0000230	Clim_g3982
OG0000231	Clim_g358
OG0000231	Clim_g4804
OG0000232	Clim_g3916
OG0000232	Clim_g4632
OG0000233	Clim_g1188
OG0000233	Clim_g1413
OG0000233	Clim_g240
OG0000233	Clim_g6962
OG0000235	Clim_g1625
OG0000237	Clim_g2525
OG0000237	Clim_g4857
OG0000238	Clim_g4455
OG0000238	Clim_g4529
OG0000238	Clim_g5120
OG0000240	Clim_g3387
OG0000240	Clim_g4827
OG0000240	Clim_g486
OG0000241	Clim_g5235
OG0000241	Clim_g599
OG0000244	Clim_g5207
OG0000244	Clim_g6331
OG0000245	Clim_g3218
OG0000245	Clim_g4315
OG0000245	Clim_g4977
OG0000245	Clim_g5610
OG0000250	Clim_g2848
OG0000251	Clim_g4442
OG0000251	Clim_g513
OG0000251	Clim_g5801
OG0000252	Clim_g131
OG0000252	Clim_g1367
OG0000252	Clim_g2278
OG0000252	Clim_g2493
OG0000252	Clim_g4207
OG0000252	Clim_g6863
OG0000258	Clim_g2652
OG0000261	Clim_g2500
OG0000261	Clim_g901
OG0000262	Clim_g5742
OG0000262	Clim_g5975
OG0000263	Clim_g1139
OG0000264	Clim_g4748
OG0000264	Clim_g867
OG0000265	Clim_g1401
OG0000265	Clim_g300
OG0000269	Clim_g1661
OG0000269	Clim_g3487
OG0000269	Clim_g571
OG0000269	Clim_g5874
OG0000270	Clim_g1559
OG0000270	Clim_g2153
OG0000270	Clim_g4134
OG0000270	Clim_g473
OG0000270	Clim_g5509
OG0000271	Clim_g2256
OG0000271	Clim_g263
OG0000271	Clim_g6508
OG0000272	Clim_g6285
OG0000272	Clim_g7008
OG0000274	Clim_g1593
OG0000274	Clim_g1793
OG0000274	Clim_g3582
OG0000274	Clim_g3777
OG0000274	Clim_g4666
OG0000274	Clim_g5878
OG0000274	Clim_g6362
OG0000274	Clim_g804
OG0000275	Clim_g2513
OG0000275	Clim_g4779
OG0000275	Clim_g65
OG0000277	Clim_g1954
OG0000277	Clim_g3865
OG0000277	Clim_g6187
OG0000278	Clim_g2541
OG0000278	Clim_g6143
OG0000279	Clim_g4619
OG0000279	Clim_g5646
OG0000279	Clim_g7023
OG0000280	Clim_g3129
OG0000280	Clim_g3213
OG0000280	Clim_g3214
OG0000281	Clim_g382
OG0000281	Clim_g6021
OG0000282	Clim_g123
OG0000283	Clim_g3409
OG0000283	Clim_g3533
OG0000284	Clim_g2276
OG0000284	Clim_g6264
OG0000286	Clim_g4305
OG0000286	Clim_g4339
OG0000286	Clim_g4906
OG0000286	Clim_g6174
OG0000287	Clim_g120
OG0000287	Clim_g1224
OG0000287	Clim_g4154
OG0000287	Clim_g668
OG0000289	Clim_g1567
OG0000289	Clim_g5664
OG0000292	Clim_g3114
OG0000292	Clim_g4821
OG0000292	Clim_g5680
OG0000292	Clim_g667
OG0000293	Clim_g845
OG0000295	Clim_g6505
OG0000296	Clim_g6730
OG0000297	Clim_g1685
OG0000297	Clim_g203
OG0000297	Clim_g5397
OG0000298	Clim_g3237
OG0000302	Clim_g3057
OG0000302	Clim_g4095
OG0000302	Clim_g4157
OG0000302	Clim_g416
OG0000302	Clim_g5090
OG0000303	Clim_g261
OG0000303	Clim_g3178
OG0000305	Clim_g4856
OG0000305	Clim_g5486
OG0000307	Clim_g1277
OG0000307	Clim_g1531
OG0000307	Clim_g3784
OG0000308	Clim_g3249
OG0000308	Clim_g3652
OG0000308	Clim_g5881
OG0000311	Clim_g311
OG0000311	Clim_g657
OG0000313	Clim_g3545
OG0000313	Clim_g462
OG0000315	Clim_g1956
OG0000316	Clim_g3147
OG0000316	Clim_g3710
OG0000316	Clim_g4589
OG0000316	Clim_g4853
OG0000316	Clim_g5499
OG0000316	Clim_g587
OG0000317	Clim_g1729
OG0000317	Clim_g1927
OG0000317	Clim_g4691
OG0000318	Clim_g1214
OG0000318	Clim_g1365
OG0000318	Clim_g6156
OG0000319	Clim_g1104
OG0000319	Clim_g3626
OG0000319	Clim_g5138
OG0000324	Clim_g5461
OG0000325	Clim_g1957
OG0000325	Clim_g6167
OG0000326	Clim_g1112
OG0000326	Clim_g1363
OG0000326	Clim_g618
OG0000327	Clim_g6250
OG0000328	Clim_g3233
OG0000329	Clim_g2901
OG0000329	Clim_g4102
OG0000329	Clim_g42
OG0000329	Clim_g5080
OG0000332	Clim_g1007
OG0000332	Clim_g1358
OG0000332	Clim_g489
OG0000332	Clim_g6247
OG0000332	Clim_g740
OG0000332	Clim_g832
OG0000339	Clim_g1664
OG0000339	Clim_g3131
OG0000340	Clim_g27
OG0000340	Clim_g5716
OG0000340	Clim_g6933
OG0000341	Clim_g2869
OG0000341	Clim_g6423
OG0000342	Clim_g4334
OG0000343	Clim_g3884
OG0000343	Clim_g6740
OG0000344	Clim_g5722
OG0000345	Clim_g4355
OG0000345	Clim_g6152
OG0000345	Clim_g630
OG0000345	Clim_g862
OG0000348	Clim_g2610
OG0000349	Clim_g4723
OG0000350	Clim_g2082
OG0000350	Clim_g288
OG0000350	Clim_g366
OG0000350	Clim_g5640
OG0000350	Clim_g5717
OG0000352	Clim_g185
OG0000352	Clim_g4272
OG0000352	Clim_g4364
OG0000352	Clim_g5848
OG0000352	Clim_g882
OG0000353	Clim_g2384
OG0000353	Clim_g444
OG0000353	Clim_g4563
OG0000353	Clim_g4918
OG0000353	Clim_g5961
OG0000358	Clim_g77
OG0000359	Clim_g1162
OG0000359	Clim_g2507
OG0000359	Clim_g3609
OG0000360	Clim_g2948
OG0000360	Clim_g3576
OG0000360	Clim_g4375
OG0000361	Clim_g1751
OG0000361	Clim_g1794
OG0000361	Clim_g1795
OG0000361	Clim_g1796
OG0000361	Clim_g1797
OG0000361	Clim_g1798
OG0000361	Clim_g1799
OG0000361	Clim_g1800
OG0000361	Clim_g1801
OG0000361	Clim_g1802
OG0000361	Clim_g4213
OG0000361	Clim_g4401
OG0000361	Clim_g4998
OG0000361	Clim_g5492
OG0000361	Clim_g5549
OG0000361	Clim_g6502
OG0000361	Clim_g6917
OG0000361	Clim_g6918
OG0000361	Clim_g6972
OG0000361	Clim_g6984
OG0000361	Clim_g6985
OG0000361	Clim_g963
OG0000362	Clim_g1040
OG0000362	Clim_g2812
OG0000362	Clim_g4832
OG0000365	Clim_g4307
OG0000365	Clim_g5689
OG0000365	Clim_g6932
OG0000366	Clim_g5701
OG0000366	Clim_g6341
OG0000368	Clim_g4004
OG0000368	Clim_g4623
OG0000372	Clim_g6072
OG0000373	Clim_g1898
OG0000373	Clim_g388
OG0000373	Clim_g5221
OG0000373	Clim_g6839
OG0000374	Clim_g4808
OG0000375	Clim_g2150
OG0000375	Clim_g5057
OG0000375	Clim_g5463
OG0000377	Clim_g1934
OG0000377	Clim_g2314
OG0000378	Clim_g1484
OG0000378	Clim_g1831
OG0000378	Clim_g3742
OG0000378	Clim_g857
OG0000382	Clim_g2827
OG0000382	Clim_g5724
OG0000385	Clim_g1743
OG0000385	Clim_g5157
OG0000385	Clim_g6480
OG0000387	Clim_g3575
OG0000387	Clim_g4597
OG0000389	Clim_g1255
OG0000389	Clim_g406
OG0000389	Clim_g6838
OG0000390	Clim_g3068
OG0000390	Clim_g944
OG0000392	Clim_g1120
OG0000392	Clim_g3324
OG0000393	Clim_g548
OG0000393	Clim_g631
OG0000394	Clim_g5047
OG0000394	Clim_g6288
OG0000396	Clim_g2735
OG0000401	Clim_g4580
OG0000401	Clim_g5803
OG0000401	Clim_g645
OG0000403	Clim_g1417
OG0000403	Clim_g2964
OG0000403	Clim_g5056
OG0000403	Clim_g5786
OG0000405	Clim_g2701
OG0000405	Clim_g4601
OG0000405	Clim_g6392
OG0000406	Clim_g1234
OG0000406	Clim_g2506
OG0000406	Clim_g3975
OG0000407	Clim_g5912
OG0000408	Clim_g2321
OG0000408	Clim_g269
OG0000408	Clim_g911
OG0000409	Clim_g1126
OG0000409	Clim_g6720
OG0000410	Clim_g1115
OG0000410	Clim_g3507
OG0000410	Clim_g4620
OG0000410	Clim_g4621
OG0000410	Clim_g6632
OG0000411	Clim_g1970
OG0000411	Clim_g5827
OG0000412	Clim_g1953
OG0000414	Clim_g3493
OG0000414	Clim_g4202
OG0000417	Clim_g4396
OG0000419	Clim_g6996
OG0000421	Clim_g1468
OG0000421	Clim_g3551
OG0000421	Clim_g597
OG0000422	Clim_g2511
OG0000423	Clim_g6130
OG0000424	Clim_g2049
OG0000425	Clim_g3625
OG0000427	Clim_g2786
OG0000427	Clim_g4137
OG0000427	Clim_g6236
OG0000428	Clim_g610
OG0000429	Clim_g5124
OG0000429	Clim_g687
OG0000434	Clim_g4073
OG0000434	Clim_g5837
OG0000436	Clim_g5280
OG0000442	Clim_g868
OG0000444	Clim_g2707
OG0000445	Clim_g838
OG0000449	Clim_g3341
OG0000449	Clim_g6298
OG0000450	Clim_g2323
OG0000451	Clim_g56
OG0000451	Clim_g6384
OG0000451	Clim_g6538
OG0000452	Clim_g1439
OG0000452	Clim_g4641
OG0000453	Clim_g1421
OG0000453	Clim_g3356
OG0000454	Clim_g3126
OG0000455	Clim_g1232
OG0000456	Clim_g1506
OG0000456	Clim_g3290
OG0000456	Clim_g6579
OG0000460	Clim_g5075
OG0000461	Clim_g5166
OG0000463	Clim_g4129
OG0000463	Clim_g4992
OG0000463	Clim_g5700
OG0000464	Clim_g4579
OG0000465	Clim_g2124
OG0000465	Clim_g4540
OG0000472	Clim_g1412
OG0000472	Clim_g199
OG0000473	Clim_g3137
OG0000473	Clim_g919
OG0000474	Clim_g2806
OG0000474	Clim_g4737
OG0000475	Clim_g3903
OG0000475	Clim_g5027
OG0000476	Clim_g2424
OG0000477	Clim_g2347
OG0000477	Clim_g2682
OG0000477	Clim_g2713
OG0000477	Clim_g3822
OG0000477	Clim_g5177
OG0000477	Clim_g5510
OG0000478	Clim_g2203
OG0000479	Clim_g38
OG0000479	Clim_g5312
OG0000480	Clim_g916
OG0000484	Clim_g6216
OG0000485	Clim_g4874
OG0000485	Clim_g5205
OG0000485	Clim_g6068
OG0000485	Clim_g6468
OG0000489	Clim_g1022
OG0000489	Clim_g1584
OG0000489	Clim_g2505
OG0000489	Clim_g5160
OG0000489	Clim_g5765
OG0000490	Clim_g4483
OG0000490	Clim_g4559
OG0000494	Clim_g3617
OG0000494	Clim_g4290
OG0000496	Clim_g5099
OG0000497	Clim_g4092
OG0000498	Clim_g1253
OG0000499	Clim_g2198
OG0000500	Clim_g3772
OG0000501	Clim_g4439
OG0000502	Clim_g1235
OG0000502	Clim_g808
OG0000509	Clim_g1869
OG0000509	Clim_g2555
OG0000509	Clim_g4640
OG0000511	Clim_g5453
OG0000512	Clim_g2569
OG0000512	Clim_g3572
OG0000513	Clim_g1225
OG0000513	Clim_g2089
OG0000513	Clim_g835
OG0000514	Clim_g2099
OG0000514	Clim_g5073
OG0000518	Clim_g224
OG0000518	Clim_g303
OG0000518	Clim_g3321
OG0000518	Clim_g3322
OG0000518	Clim_g3850
OG0000518	Clim_g7039
OG0000518	Clim_g828
OG0000519	Clim_g1984
OG0000519	Clim_g6366
OG0000519	Clim_g699
OG0000522	Clim_g5290
OG0000522	Clim_g6410
OG0000522	Clim_g6682
OG0000526	Clim_g26
OG0000528	Clim_g1772
OG0000528	Clim_g2833
OG0000529	Clim_g2760
OG0000532	Clim_g1300
OG0000532	Clim_g6184
OG0000533	Clim_g2865
OG0000543	Clim_g5270
OG0000545	Clim_g1440
OG0000545	Clim_g4282
OG0000547	Clim_g4744
OG0000549	Clim_g1565
OG0000549	Clim_g2204
OG0000549	Clim_g5365
OG0000550	Clim_g4504
OG0000550	Clim_g6668
OG0000551	Clim_g3474
OG0000551	Clim_g4771
OG0000552	Clim_g1563
OG0000553	Clim_g3813
OG0000554	Clim_g470
OG0000554	Clim_g5670
OG0000555	Clim_g3085
OG0000555	Clim_g5655
OG0000556	Clim_g940
OG0000557	Clim_g1523
OG0000557	Clim_g1680
OG0000557	Clim_g1816
OG0000557	Clim_g5208
OG0000557	Clim_g5753
OG0000562	Clim_g4116
OG0000563	Clim_g3277
OG0000563	Clim_g5279
OG0000567	Clim_g1030
OG0000567	Clim_g5067
OG0000568	Clim_g967
OG0000569	Clim_g2428
OG0000569	Clim_g2885
OG0000569	Clim_g4449
OG0000569	Clim_g4650
OG0000569	Clim_g6205
OG0000570	Clim_g1451
OG0000570	Clim_g576
OG0000571	Clim_g5658
OG0000573	Clim_g1310
OG0000573	Clim_g4016
OG0000575	Clim_g5600
OG0000575	Clim_g6861
OG0000578	Clim_g1438
OG0000578	Clim_g2060
OG0000580	Clim_g2912
OG0000581	Clim_g1388
OG0000583	Clim_g1779
OG0000583	Clim_g5403
OG0000584	Clim_g1974
OG0000585	Clim_g3038
OG0000585	Clim_g4321
OG0000585	Clim_g6325
OG0000585	Clim_g6598
OG0000586	Clim_g6642
OG0000587	Clim_g6543
OG0000589	Clim_g2768
OG0000589	Clim_g4044
OG0000590	Clim_g6738
OG0000592	Clim_g2246
OG0000592	Clim_g5836
OG0000593	Clim_g2839
OG0000593	Clim_g6310
OG0000595	Clim_g1240
OG0000595	Clim_g267
OG0000595	Clim_g3785
OG0000596	Clim_g4225
OG0000596	Clim_g5025
OG0000596	Clim_g514
OG0000597	Clim_g1879
OG0000599	Clim_g6605
OG0000600	Clim_g3055
OG0000600	Clim_g764
OG0000602	Clim_g2758
OG0000602	Clim_g4222
OG0000604	Clim_g246
OG0000604	Clim_g2608
OG0000606	Clim_g4234
OG0000606	Clim_g5216
OG0000607	Clim_g5784
OG0000608	Clim_g995
OG0000609	Clim_g4224
OG0000609	Clim_g6556
OG0000610	Clim_g4781
OG0000613	Clim_g4524
OG0000613	Clim_g4600
OG0000620	Clim_g1174
OG0000620	Clim_g6226
OG0000622	Clim_g3904
OG0000622	Clim_g4356
OG0000622	Clim_g4699
OG0000624	Clim_g5064
OG0000625	Clim_g116
OG0000626	Clim_g2621
OG0000627	Clim_g1194
OG0000627	Clim_g4733
OG0000628	Clim_g2955
OG0000628	Clim_g6895
OG0000629	Clim_g1382
OG0000629	Clim_g4806
OG0000631	Clim_g6675
OG0000633	Clim_g3009
OG0000633	Clim_g6161
OG0000634	Clim_g724
OG0000636	Clim_g4156
OG0000636	Clim_g754
OG0000637	Clim_g3030
OG0000637	Clim_g5302
OG0000638	Clim_g2834
OG0000639	Clim_g4097
OG0000639	Clim_g4445
OG0000639	Clim_g5071
OG0000641	Clim_g3521
OG0000641	Clim_g5172
OG0000642	Clim_g4485
OG0000643	Clim_g108
OG0000643	Clim_g1136
OG0000643	Clim_g3895
OG0000646	Clim_g2926
OG0000647	Clim_g16
OG0000647	Clim_g4299
OG0000651	Clim_g1553
OG0000651	Clim_g4687
OG0000652	Clim_g260
OG0000652	Clim_g4292
OG0000653	Clim_g2116
OG0000653	Clim_g3637
OG0000653	Clim_g6561
OG0000654	Clim_g1378
OG0000654	Clim_g4630
OG0000656	Clim_g553
OG0000657	Clim_g3230
OG0000657	Clim_g3295
OG0000658	Clim_g3097
OG0000658	Clim_g612
OG0000658	Clim_g6177
OG0000659	Clim_g1466
OG0000659	Clim_g2982
OG0000660	Clim_g1579
OG0000661	Clim_g3216
OG0000661	Clim_g3952
OG0000662	Clim_g2126
OG0000662	Clim_g3799
OG0000669	Clim_g5774
OG0000669	Clim_g675
OG0000670	Clim_g5444
OG0000670	Clim_g6566
OG0000672	Clim_g613
OG0000673	Clim_g1436
OG0000673	Clim_g2855
OG0000674	Clim_g2952
OG0000674	Clim_g3650
OG0000674	Clim_g6323
OG0000675	Clim_g4295
OG0000675	Clim_g66
OG0000676	Clim_g2485
OG0000677	Clim_g2840
OG0000677	Clim_g4250
OG0000678	Clim_g3136
OG0000680	Clim_g4066
OG0000681	Clim_g837
OG0000682	Clim_g2985
OG0000683	Clim_g346
OG0000684	Clim_g1985
OG0000684	Clim_g6673
OG0000685	Clim_g1907
OG0000685	Clim_g5458
OG0000685	Clim_g5806
OG0000686	Clim_g6406
OG0000688	Clim_g1571
OG0000695	Clim_g4607
OG0000695	Clim_g6587
OG0000697	Clim_g1491
OG0000697	Clim_g4694
OG0000697	Clim_g5261
OG0000698	Clim_g3788
OG0000700	Clim_g5093
OG0000701	Clim_g1244
OG0000703	Clim_g3623
OG0000706	Clim_g5328
OG0000707	Clim_g4141
OG0000708	Clim_g3687
OG0000708	Clim_g500
OG0000710	Clim_g4192
OG0000714	Clim_g3315
OG0000714	Clim_g625
OG0000716	Clim_g1980
OG0000716	Clim_g2043
OG0000716	Clim_g4117
OG0000716	Clim_g4695
