Orthogroup	Cfra_TRX
OG0000103	Cfra_7916T1
OG0000103	Cfra_7950T1
OG0000106	Cfra_2008T1
OG0000106	Cfra_4301T1
OG0000106	Cfra_5149T1
OG0000106	Cfra_6171T1
OG0000107	Cfra_5278T1
OG0000108	Cfra_0411T1
OG0000108	Cfra_0987T1
OG0000108	Cfra_6977T1
OG0000108	Cfra_8587T1
OG0000111	Cfra_0618T1
OG0000111	Cfra_3582T1
OG0000111	Cfra_3674T1
OG0000111	Cfra_4727T1
OG0000115	Cfra_2820T1
OG0000115	Cfra_3662T1
OG0000115	Cfra_3667T1
OG0000115	Cfra_3738T1
OG0000115	Cfra_5838T1
OG0000115	Cfra_7355T1
OG0000115	Cfra_7612T1
OG0000116	Cfra_5103T1
OG0000117	Cfra_0929T1
OG0000117	Cfra_3899T1
OG0000117	Cfra_7629T1
OG0000118	Cfra_1336T1
OG0000118	Cfra_2671T1
OG0000118	Cfra_3652T1
OG0000122	Cfra_1401T1
OG0000122	Cfra_1639T1
OG0000122	Cfra_1982T1
OG0000122	Cfra_5519T1
OG0000122	Cfra_8299T1
OG0000127	Cfra_2979T1
OG0000127	Cfra_7893T1
OG0000130	Cfra_5316T1
OG0000130	Cfra_5907T1
OG0000131	Cfra_0834T1
OG0000131	Cfra_1904T1
OG0000131	Cfra_6401T1
OG0000133	Cfra_2244T1
OG0000133	Cfra_5080T1
OG0000133	Cfra_5437T1
OG0000133	Cfra_5540T1
OG0000133	Cfra_5903T1
OG0000135	Cfra_2895T1
OG0000137	Cfra_1537T1
OG0000137	Cfra_2409T1
OG0000137	Cfra_5367T1
OG0000137	Cfra_7481T1
OG0000140	Cfra_0175T1
OG0000140	Cfra_3997T1
OG0000140	Cfra_4509T1
OG0000140	Cfra_6395T1
OG0000141	Cfra_0308T1
OG0000141	Cfra_3694T1
OG0000141	Cfra_4999T1
OG0000141	Cfra_7280T1
OG0000142	Cfra_2155T1
OG0000142	Cfra_5018T1
OG0000142	Cfra_6655T1
OG0000143	Cfra_3585T1
OG0000143	Cfra_3672T1
OG0000143	Cfra_4821T1
OG0000144	Cfra_6624T1
OG0000144	Cfra_8145T1
OG0000146	Cfra_1587T1
OG0000146	Cfra_1588T1
OG0000146	Cfra_1589T1
OG0000146	Cfra_4987T1
OG0000146	Cfra_5027T1
OG0000146	Cfra_5641T1
OG0000146	Cfra_6293T1
OG0000146	Cfra_7469T1
OG0000148	Cfra_0424T1
OG0000148	Cfra_7618T1
OG0000148	Cfra_8440T1
OG0000149	Cfra_0825T1
OG0000149	Cfra_0944T1
OG0000149	Cfra_2366T1
OG0000149	Cfra_2368T1
OG0000149	Cfra_2868T1
OG0000149	Cfra_3332T1
OG0000149	Cfra_3725T1
OG0000149	Cfra_5102T1
OG0000149	Cfra_5227T1
OG0000149	Cfra_5908T1
OG0000151	Cfra_1453T1
OG0000151	Cfra_4201T1
OG0000151	Cfra_5318T1
OG0000151	Cfra_7253T1
OG0000151	Cfra_7745T1
OG0000151	Cfra_8162T1
OG0000152	Cfra_0261T1
OG0000152	Cfra_1638T1
OG0000152	Cfra_1822T1
OG0000152	Cfra_1959T1
OG0000152	Cfra_3211T1
OG0000152	Cfra_3212T1
OG0000152	Cfra_3638T1
OG0000153	Cfra_0551T1
OG0000153	Cfra_1175T1
OG0000153	Cfra_1355T1
OG0000153	Cfra_2243T1
OG0000153	Cfra_4531T1
OG0000153	Cfra_4656T1
OG0000153	Cfra_5028T1
OG0000153	Cfra_5111T1
OG0000153	Cfra_5490T1
OG0000153	Cfra_6458T1
OG0000153	Cfra_6459T1
OG0000153	Cfra_6532T1
OG0000153	Cfra_6783T1
OG0000153	Cfra_7535T1
OG0000153	Cfra_7586T1
OG0000155	Cfra_0858T1
OG0000155	Cfra_2081T1
OG0000155	Cfra_2230T1
OG0000155	Cfra_3233T1
OG0000155	Cfra_3392T1
OG0000155	Cfra_6852T1
OG0000155	Cfra_6999T1
OG0000156	Cfra_0941T1
OG0000156	Cfra_2227T1
OG0000156	Cfra_6400T1
OG0000157	Cfra_8178T1
OG0000166	Cfra_4125T1
OG0000166	Cfra_7156T1
OG0000170	Cfra_3276T1
OG0000171	Cfra_1053T1
OG0000171	Cfra_1899T1
OG0000171	Cfra_2929T1
OG0000172	Cfra_2028T1
OG0000172	Cfra_3724T1
OG0000172	Cfra_6227T1
OG0000172	Cfra_7769T1
OG0000174	Cfra_1432T1
OG0000174	Cfra_1685T1
OG0000174	Cfra_8199T1
OG0000174	Cfra_8353T1
OG0000175	Cfra_0209T1
OG0000175	Cfra_7670T1
OG0000177	Cfra_0702T1
OG0000177	Cfra_2674T1
OG0000177	Cfra_4695T1
OG0000177	Cfra_7369T1
OG0000177	Cfra_7695T1
OG0000177	Cfra_8438T1
OG0000178	Cfra_1653T1
OG0000178	Cfra_1809T1
OG0000178	Cfra_3494T1
OG0000178	Cfra_4053T1
OG0000178	Cfra_8602T1
OG0000179	Cfra_5425T1
OG0000179	Cfra_8354T1
OG0000182	Cfra_0553T1
OG0000182	Cfra_6680T1
OG0000182	Cfra_6732T1
OG0000183	Cfra_6642T1
OG0000183	Cfra_8112T1
OG0000184	Cfra_3297T1
OG0000184	Cfra_4235T1
OG0000185	Cfra_3464T1
OG0000185	Cfra_4842T1
OG0000185	Cfra_5828T1
OG0000185	Cfra_6561T1
OG0000186	Cfra_1455T1
OG0000186	Cfra_1479T1
OG0000186	Cfra_2754T1
OG0000186	Cfra_3779T1
OG0000186	Cfra_6623T1
OG0000187	Cfra_3283T1
OG0000188	Cfra_0403T1
OG0000188	Cfra_2999T1
OG0000188	Cfra_6422T1
OG0000193	Cfra_1683T1
OG0000193	Cfra_5594T1
OG0000193	Cfra_7519T1
OG0000193	Cfra_8200T1
OG0000194	Cfra_4393T1
OG0000194	Cfra_4729T1
OG0000194	Cfra_6756T1
OG0000194	Cfra_8065T1
OG0000198	Cfra_0372T1
OG0000198	Cfra_2691T1
OG0000198	Cfra_6103T1
OG0000199	Cfra_0069T1
OG0000199	Cfra_2066T1
OG0000199	Cfra_4598T1
OG0000199	Cfra_7465T1
OG0000206	Cfra_3384T1
OG0000206	Cfra_6741T1
OG0000207	Cfra_1208T1
OG0000207	Cfra_1661T1
OG0000207	Cfra_1813T1
OG0000207	Cfra_3981T1
OG0000207	Cfra_5824T1
OG0000207	Cfra_6948T1
OG0000214	Cfra_3938T1
OG0000214	Cfra_4039T1
OG0000214	Cfra_4527T1
OG0000214	Cfra_7501T1
OG0000215	Cfra_0504T1
OG0000215	Cfra_4769T1
OG0000215	Cfra_6132T1
OG0000215	Cfra_8464T1
OG0000216	Cfra_5153T1
OG0000216	Cfra_6152T1
OG0000217	Cfra_4825T1
OG0000217	Cfra_7822T1
OG0000220	Cfra_5506T1
OG0000220	Cfra_7579T1
OG0000221	Cfra_1436T1
OG0000222	Cfra_2156T1
OG0000222	Cfra_4102T1
OG0000223	Cfra_1458T1
OG0000226	Cfra_4503T1
OG0000226	Cfra_6185T1
OG0000226	Cfra_6837T1
OG0000226	Cfra_7549T1
OG0000227	Cfra_1028T1
OG0000227	Cfra_1082T1
OG0000228	Cfra_1956T1
OG0000228	Cfra_3306T1
OG0000228	Cfra_7308T1
OG0000230	Cfra_1058T1
OG0000230	Cfra_1748T1
OG0000230	Cfra_6442T1
OG0000231	Cfra_0613T1
OG0000231	Cfra_1330T1
OG0000231	Cfra_2017T1
OG0000232	Cfra_1127T1
OG0000232	Cfra_1743T1
OG0000232	Cfra_4843T1
OG0000232	Cfra_5926T1
OG0000232	Cfra_6425T1
OG0000233	Cfra_0040T1
OG0000233	Cfra_0848T1
OG0000233	Cfra_1116T1
OG0000233	Cfra_3512T1
OG0000233	Cfra_4967T1
OG0000233	Cfra_6141T1
OG0000235	Cfra_0182T1
OG0000235	Cfra_4751T1
OG0000235	Cfra_5172T1
OG0000237	Cfra_0779T1
OG0000237	Cfra_4768T1
OG0000237	Cfra_7888T1
OG0000240	Cfra_4852T1
OG0000240	Cfra_5992T1
OG0000240	Cfra_6469T1
OG0000240	Cfra_8614T1
OG0000241	Cfra_5305T1
OG0000241	Cfra_6538T1
OG0000241	Cfra_7646T1
OG0000244	Cfra_5626T1
OG0000245	Cfra_2295T1
OG0000245	Cfra_5556T1
OG0000245	Cfra_5618T1
OG0000245	Cfra_6159T1
OG0000250	Cfra_0883T1
OG0000252	Cfra_0149T1
OG0000252	Cfra_0603T1
OG0000252	Cfra_1179T1
OG0000252	Cfra_1775T1
OG0000252	Cfra_4916T1
OG0000258	Cfra_2338T1
OG0000258	Cfra_2573T1
OG0000258	Cfra_4205T1
OG0000261	Cfra_3006T1
OG0000261	Cfra_7885T1
OG0000262	Cfra_1891T1
OG0000262	Cfra_4387T1
OG0000262	Cfra_4612T1
OG0000262	Cfra_8071T1
OG0000263	Cfra_1052T1
OG0000263	Cfra_2276T1
OG0000264	Cfra_2816T1
OG0000264	Cfra_7224T1
OG0000265	Cfra_0810T1
OG0000265	Cfra_1338T1
OG0000265	Cfra_6922T1
OG0000265	Cfra_7827T1
OG0000269	Cfra_0570T1
OG0000269	Cfra_7545T1
OG0000269	Cfra_7619T1
OG0000270	Cfra_6988T1
OG0000270	Cfra_8183T1
OG0000271	Cfra_0151T1
OG0000271	Cfra_2451T1
OG0000272	Cfra_1595T1
OG0000272	Cfra_4820T1
OG0000272	Cfra_8425T1
OG0000274	Cfra_3143T1
OG0000274	Cfra_4253T1
OG0000274	Cfra_5689T1
OG0000274	Cfra_5877T1
OG0000274	Cfra_8603T1
OG0000275	Cfra_5297T1
OG0000275	Cfra_7036T1
OG0000275	Cfra_7681T1
OG0000277	Cfra_4375T1
OG0000277	Cfra_4759T1
OG0000277	Cfra_5451T1
OG0000277	Cfra_6084T1
OG0000279	Cfra_4649T1
OG0000280	Cfra_0096T1
OG0000280	Cfra_0871T1
OG0000280	Cfra_0872T1
OG0000280	Cfra_0873T1
OG0000280	Cfra_1451T1
OG0000280	Cfra_3959T1
OG0000280	Cfra_8637T1
OG0000281	Cfra_1985T1
OG0000281	Cfra_6201T1
OG0000282	Cfra_1047T1
OG0000282	Cfra_1048T1
OG0000282	Cfra_1075T1
OG0000283	Cfra_3214T1
OG0000283	Cfra_7109T1
OG0000283	Cfra_7901T1
OG0000284	Cfra_3850T1
OG0000286	Cfra_0291T1
OG0000286	Cfra_4217T1
OG0000286	Cfra_4970T1
OG0000286	Cfra_6218T1
OG0000287	Cfra_6144T1
OG0000287	Cfra_7938T1
OG0000289	Cfra_6028T1
OG0000289	Cfra_7088T1
OG0000292	Cfra_0851T1
OG0000292	Cfra_4998T1
OG0000292	Cfra_5763T1
OG0000292	Cfra_6601T1
OG0000293	Cfra_3042T1
OG0000293	Cfra_6984T1
OG0000293	Cfra_7847T1
OG0000295	Cfra_5601T1
OG0000296	Cfra_5915T1
OG0000296	Cfra_6784T1
OG0000297	Cfra_3023T1
OG0000297	Cfra_4934T1
OG0000297	Cfra_5573T1
OG0000298	Cfra_1348T1
OG0000298	Cfra_4597T1
OG0000302	Cfra_5243T1
OG0000302	Cfra_5497T1
OG0000302	Cfra_6862T1
OG0000302	Cfra_7139T1
OG0000305	Cfra_2279T1
OG0000305	Cfra_3260T1
OG0000306	Cfra_3745T1
OG0000306	Cfra_5796T1
OG0000307	Cfra_6447T1
OG0000307	Cfra_6752T1
OG0000307	Cfra_7566T1
OG0000307	Cfra_7834T1
OG0000308	Cfra_3634T1
OG0000308	Cfra_6975T1
OG0000311	Cfra_5346T1
OG0000313	Cfra_5194T1
OG0000313	Cfra_6779T1
OG0000316	Cfra_1952T1
OG0000316	Cfra_3174T1
OG0000317	Cfra_5056T1
OG0000318	Cfra_0161T1
OG0000318	Cfra_0162T1
OG0000318	Cfra_0323T1
OG0000318	Cfra_3700T1
OG0000318	Cfra_3752T1
OG0000319	Cfra_0886T1
OG0000319	Cfra_2040T1
OG0000319	Cfra_4907T1
OG0000319	Cfra_5404T1
OG0000325	Cfra_0442T1
OG0000325	Cfra_6693T1
OG0000325	Cfra_6949T1
OG0000326	Cfra_4770T1
OG0000326	Cfra_5370T1
OG0000326	Cfra_6417T1
OG0000327	Cfra_5886T1
OG0000327	Cfra_5930T1
OG0000328	Cfra_6232T1
OG0000329	Cfra_1953T1
OG0000329	Cfra_3468T1
OG0000329	Cfra_6649T1
OG0000332	Cfra_2620T1
OG0000339	Cfra_7391T1
OG0000340	Cfra_3126T1
OG0000340	Cfra_7573T1
OG0000342	Cfra_5940T1
OG0000342	Cfra_7607T1
OG0000343	Cfra_4126T1
OG0000343	Cfra_6793T1
OG0000344	Cfra_1840T1
OG0000344	Cfra_1893T1
OG0000344	Cfra_5485T1
OG0000345	Cfra_5393T1
OG0000345	Cfra_6958T1
OG0000345	Cfra_7836T1
OG0000348	Cfra_5563T1
OG0000348	Cfra_6403T1
OG0000349	Cfra_4840T1
OG0000350	Cfra_3072T1
OG0000350	Cfra_3406T1
OG0000350	Cfra_4740T1
OG0000350	Cfra_7037T1
OG0000352	Cfra_1834T1
OG0000352	Cfra_1946T1
OG0000352	Cfra_5819T1
OG0000353	Cfra_8136T1
OG0000358	Cfra_5015T1
OG0000359	Cfra_1320T1
OG0000359	Cfra_2331T1
OG0000359	Cfra_3224T1
OG0000359	Cfra_7454T1
OG0000360	Cfra_0472T1
OG0000360	Cfra_2511T1
OG0000360	Cfra_3305T1
OG0000361	Cfra_0802T1
OG0000361	Cfra_2169T1
OG0000361	Cfra_2170T1
OG0000361	Cfra_2171T1
OG0000361	Cfra_2303T1
OG0000361	Cfra_5611T1
OG0000361	Cfra_5891T1
OG0000361	Cfra_6376T1
OG0000362	Cfra_0062T1
OG0000362	Cfra_2964T1
OG0000362	Cfra_8272T1
OG0000365	Cfra_0049T1
OG0000365	Cfra_0719T1
OG0000365	Cfra_4824T1
OG0000365	Cfra_6310T1
OG0000366	Cfra_1251T1
OG0000366	Cfra_3859T1
OG0000366	Cfra_4226T1
OG0000366	Cfra_7932T1
OG0000368	Cfra_1565T1
OG0000368	Cfra_5664T1
OG0000372	Cfra_1380T1
OG0000372	Cfra_4718T1
OG0000373	Cfra_0658T1
OG0000373	Cfra_4750T1
OG0000374	Cfra_5372T1
OG0000375	Cfra_0482T1
OG0000375	Cfra_1798T1
OG0000375	Cfra_5537T1
OG0000377	Cfra_6069T1
OG0000377	Cfra_7272T1
OG0000377	Cfra_8415T1
OG0000377	Cfra_8550T1
OG0000378	Cfra_7177T1
OG0000378	Cfra_7331T1
OG0000378	Cfra_7645T1
OG0000378	Cfra_8511T1
OG0000382	Cfra_3806T1
OG0000382	Cfra_3807T1
OG0000385	Cfra_3413T1
OG0000385	Cfra_7534T1
OG0000387	Cfra_1144T1
OG0000387	Cfra_2473T1
OG0000387	Cfra_6493T1
OG0000388	Cfra_2262T1
OG0000388	Cfra_3918T1
OG0000388	Cfra_6075T1
OG0000389	Cfra_1260T1
OG0000389	Cfra_1555T1
OG0000389	Cfra_4605T1
OG0000389	Cfra_5157T1
OG0000390	Cfra_1054T1
OG0000390	Cfra_2717T1
OG0000390	Cfra_7706T1
OG0000392	Cfra_1880T1
OG0000392	Cfra_3420T1
OG0000392	Cfra_7066T1
OG0000393	Cfra_0265T1
OG0000393	Cfra_2940T1
OG0000393	Cfra_7370T1
OG0000394	Cfra_1088T1
OG0000394	Cfra_2574T1
OG0000394	Cfra_2872T1
OG0000396	Cfra_2077T1
OG0000396	Cfra_6263T1
OG0000401	Cfra_2836T1
OG0000401	Cfra_5379T1
OG0000401	Cfra_6430T1
OG0000403	Cfra_3655T1
OG0000403	Cfra_5566T1
OG0000403	Cfra_7855T1
OG0000403	Cfra_8508T1
OG0000406	Cfra_1276T1
OG0000406	Cfra_6448T1
OG0000406	Cfra_7427T1
OG0000407	Cfra_7004T1
OG0000408	Cfra_1256T1
OG0000408	Cfra_1969T1
OG0000408	Cfra_7030T1
OG0000409	Cfra_5414T1
OG0000409	Cfra_6085T1
OG0000410	Cfra_0113T1
OG0000410	Cfra_8154T1
OG0000411	Cfra_3208T1
OG0000411	Cfra_7899T1
OG0000411	Cfra_8121T1
OG0000412	Cfra_6323T1
OG0000413	Cfra_6364T1
OG0000413	Cfra_6365T1
OG0000414	Cfra_3696T1
OG0000414	Cfra_4174T1
OG0000417	Cfra_3877T1
OG0000417	Cfra_3933T1
OG0000421	Cfra_1345T1
OG0000421	Cfra_2490T1
OG0000421	Cfra_7970T1
OG0000422	Cfra_1995T1
OG0000422	Cfra_3716T1
OG0000423	Cfra_1152T1
OG0000423	Cfra_5977T1
OG0000423	Cfra_6327T1
OG0000425	Cfra_0952T1
OG0000425	Cfra_2931T1
OG0000427	Cfra_2088T1
OG0000427	Cfra_6495T1
OG0000428	Cfra_2688T1
OG0000428	Cfra_6039T1
OG0000429	Cfra_0156T1
OG0000429	Cfra_1977T1
OG0000431	Cfra_7512T1
OG0000433	Cfra_7194T1
OG0000434	Cfra_2196T1
OG0000434	Cfra_2961T1
OG0000434	Cfra_3798T1
OG0000434	Cfra_4300T1
OG0000434	Cfra_7493T1
OG0000436	Cfra_7250T1
OG0000442	Cfra_0805T1
OG0000444	Cfra_4826T1
OG0000444	Cfra_7068T1
OG0000445	Cfra_0717T1
OG0000445	Cfra_6765T1
OG0000445	Cfra_7141T1
OG0000449	Cfra_5935T1
OG0000449	Cfra_6897T1
OG0000449	Cfra_7574T1
OG0000450	Cfra_7214T1
OG0000451	Cfra_4940T1
OG0000451	Cfra_5289T1
OG0000451	Cfra_7233T1
OG0000452	Cfra_4922T1
OG0000452	Cfra_6045T1
OG0000453	Cfra_0312T1
OG0000453	Cfra_0807T1
OG0000454	Cfra_4638T1
OG0000454	Cfra_8445T1
OG0000455	Cfra_1558T1
OG0000456	Cfra_2635T1
OG0000456	Cfra_7571T1
OG0000456	Cfra_8491T1
OG0000460	Cfra_5503T1
OG0000461	Cfra_1817T1
OG0000463	Cfra_0116T1
OG0000463	Cfra_3939T1
OG0000464	Cfra_0681T1
OG0000465	Cfra_2491T1
OG0000465	Cfra_3296T1
OG0000466	Cfra_1566T1
OG0000466	Cfra_7293T1
OG0000471	Cfra_1445T1
OG0000471	Cfra_3077T1
OG0000472	Cfra_2143T1
OG0000472	Cfra_4613T1
OG0000473	Cfra_7103T1
OG0000474	Cfra_3342T1
OG0000474	Cfra_3555T1
OG0000475	Cfra_3562T1
OG0000475	Cfra_5357T1
OG0000476	Cfra_2707T1
OG0000476	Cfra_3884T1
OG0000477	Cfra_5300T1
OG0000477	Cfra_5371T1
OG0000477	Cfra_6886T1
OG0000478	Cfra_6259T1
OG0000479	Cfra_2089T1
OG0000479	Cfra_3600T1
OG0000479	Cfra_4428T1
OG0000479	Cfra_4429T1
OG0000479	Cfra_4783T1
OG0000479	Cfra_4954T1
OG0000479	Cfra_5673T1
OG0000479	Cfra_5772T1
OG0000479	Cfra_8030T1
OG0000479	Cfra_8031T1
OG0000480	Cfra_1368T1
OG0000484	Cfra_2068T1
OG0000484	Cfra_5129T1
OG0000485	Cfra_0639T1
OG0000485	Cfra_2013T1
OG0000485	Cfra_4403T1
OG0000485	Cfra_4470T1
OG0000485	Cfra_8056T1
OG0000489	Cfra_0034T1
OG0000489	Cfra_3826T1
OG0000489	Cfra_5499T1
OG0000489	Cfra_5656T1
OG0000490	Cfra_5240T1
OG0000491	Cfra_1031T1
OG0000491	Cfra_2352T1
OG0000494	Cfra_2716T1
OG0000494	Cfra_6002T1
OG0000496	Cfra_2429T1
OG0000496	Cfra_6653T1
OG0000496	Cfra_7278T1
OG0000498	Cfra_4550T1
OG0000498	Cfra_5409T1
