GO.ID	UNIgene	V3
87	GO:0044782	Nk52_evm60s208	cilium organization
88	GO:0044782	Nk52_evm60s745	cilium organization
89	GO:0044782	Nk52_evm62s152	cilium organization
90	GO:0044782	Nk52_evm64s343	cilium organization
91	GO:0044782	Nk52_evm65s221	cilium organization
92	GO:0044782	Nk52_evm66s554	cilium organization
93	GO:0044782	Nk52_evm67s224	cilium organization
94	GO:0044782	Nk52_evm69s215	cilium organization
95	GO:0044782	Nk52_evm6s223	cilium organization
96	GO:0044782	Nk52_evm71s210	cilium organization
97	GO:0044782	Nk52_evm75s207	cilium organization
98	GO:0044782	Nk52_evm76s158	cilium organization
99	GO:0044782	Nk52_evm77s223	cilium organization
100	GO:0044782	Nk52_evm7s1967	cilium organization
101	GO:0044782	Nk52_evm86s215	cilium organization
102	GO:0044782	Nk52_evm98s226	cilium organization
103	GO:0044782	Nk52_evm9s1020	cilium organization
104	GO:0044782	Nk52_evm9s1569	cilium organization
105	GO:0044782	Nk52_evm9s1705	cilium organization
106	GO:0044782	Nk52_evm9s2085	cilium organization
107	GO:0044782	Nk52_evm9s262	cilium organization
108	GO:0044782	Nk52_evm9s2650	cilium organization
109	GO:0044782	Nk52_evm9s327	cilium organization
110	GO:0044782	Nk52_evm9s77	cilium organization
111	GO:0003341	Nk52_evm113s914	cilium movement
112	GO:0003341	Nk52_evm121s352	cilium movement
113	GO:0003341	Nk52_evm12s2118	cilium movement
114	GO:0003341	Nk52_evm12s859	cilium movement
115	GO:0003341	Nk52_evm13s1401	cilium movement
116	GO:0003341	Nk52_evm14s2542	cilium movement
117	GO:0003341	Nk52_evm14s2578	cilium movement
118	GO:0003341	Nk52_evm15s1073	cilium movement
119	GO:0003341	Nk52_evm15s222	cilium movement
120	GO:0003341	Nk52_evm17s2635	cilium movement
121	GO:0003341	Nk52_evm18s1869	cilium movement
122	GO:0003341	Nk52_evm1s1607	cilium movement
123	GO:0003341	Nk52_evm1s351	cilium movement
124	GO:0003341	Nk52_evm22s2531	cilium movement
125	GO:0003341	Nk52_evm23s243	cilium movement
126	GO:0003341	Nk52_evm24s1360	cilium movement
127	GO:0003341	Nk52_evm24s490	cilium movement
128	GO:0003341	Nk52_evm25s1129	cilium movement
129	GO:0003341	Nk52_evm25s307	cilium movement
130	GO:0003341	Nk52_evm26s232	cilium movement
131	GO:0003341	Nk52_evm27s2325	cilium movement
132	GO:0003341	Nk52_evm28s1073	cilium movement
133	GO:0003341	Nk52_evm28s229	cilium movement
134	GO:0003341	Nk52_evm28s485	cilium movement
135	GO:0003341	Nk52_evm2s2578	cilium movement
136	GO:0003341	Nk52_evm2s322	cilium movement
137	GO:0003341	Nk52_evm2s403	cilium movement
138	GO:0003341	Nk52_evm36s279	cilium movement
139	GO:0003341	Nk52_evm40s207	cilium movement
140	GO:0003341	Nk52_evm44s2039	cilium movement
141	GO:0003341	Nk52_evm49s32	cilium movement
142	GO:0003341	Nk52_evm4s229	cilium movement
143	GO:0003341	Nk52_evm4s805	cilium movement
144	GO:0003341	Nk52_evm52s78	cilium movement
145	GO:0003341	Nk52_evm5s1178	cilium movement
146	GO:0003341	Nk52_evm5s2152	cilium movement
147	GO:0003341	Nk52_evm5s352	cilium movement
148	GO:0003341	Nk52_evm60s745	cilium movement
149	GO:0003341	Nk52_evm61s152	cilium movement
150	GO:0003341	Nk52_evm8s1762	cilium movement
151	GO:0003341	Nk52_evm8s2010	cilium movement
152	GO:0003341	Nk52_evm91s1810	cilium movement
153	GO:0003341	Nk52_evm97s2192	cilium movement
154	GO:0003341	Nk52_evm98s226	cilium movement
155	GO:0003341	Nk52_evm9s1020	cilium movement
156	GO:0003341	Nk52_evm9s1569	cilium movement
157	GO:0001539	Nk52_evm12s859	cilium or flagellum-dependent cell motility
158	GO:0001539	Nk52_evm14s2542	cilium or flagellum-dependent cell motility
159	GO:0001539	Nk52_evm14s2578	cilium or flagellum-dependent cell motility
160	GO:0001539	Nk52_evm15s1073	cilium or flagellum-dependent cell motility
161	GO:0001539	Nk52_evm15s222	cilium or flagellum-dependent cell motility
162	GO:0001539	Nk52_evm17s2635	cilium or flagellum-dependent cell motility
163	GO:0001539	Nk52_evm18s1869	cilium or flagellum-dependent cell motility
164	GO:0001539	Nk52_evm1s1607	cilium or flagellum-dependent cell motility
165	GO:0001539	Nk52_evm1s351	cilium or flagellum-dependent cell motility
166	GO:0001539	Nk52_evm24s1360	cilium or flagellum-dependent cell motility
167	GO:0001539	Nk52_evm24s490	cilium or flagellum-dependent cell motility
168	GO:0001539	Nk52_evm25s1129	cilium or flagellum-dependent cell motility
169	GO:0001539	Nk52_evm26s232	cilium or flagellum-dependent cell motility
170	GO:0001539	Nk52_evm28s1073	cilium or flagellum-dependent cell motility
171	GO:0001539	Nk52_evm28s229	cilium or flagellum-dependent cell motility
172	GO:0001539	Nk52_evm2s322	cilium or flagellum-dependent cell motility
173	GO:0001539	Nk52_evm2s403	cilium or flagellum-dependent cell motility
174	GO:0001539	Nk52_evm36s279	cilium or flagellum-dependent cell motility
175	GO:0001539	Nk52_evm44s2039	cilium or flagellum-dependent cell motility
176	GO:0001539	Nk52_evm49s32	cilium or flagellum-dependent cell motility
177	GO:0001539	Nk52_evm4s229	cilium or flagellum-dependent cell motility
178	GO:0001539	Nk52_evm4s355	cilium or flagellum-dependent cell motility
179	GO:0001539	Nk52_evm4s805	cilium or flagellum-dependent cell motility
180	GO:0001539	Nk52_evm52s78	cilium or flagellum-dependent cell motility
181	GO:0001539	Nk52_evm55s554	cilium or flagellum-dependent cell motility
182	GO:0001539	Nk52_evm5s1178	cilium or flagellum-dependent cell motility
183	GO:0001539	Nk52_evm5s2152	cilium or flagellum-dependent cell motility
184	GO:0001539	Nk52_evm5s352	cilium or flagellum-dependent cell motility
185	GO:0001539	Nk52_evm60s745	cilium or flagellum-dependent cell motility
186	GO:0001539	Nk52_evm61s152	cilium or flagellum-dependent cell motility
187	GO:0001539	Nk52_evm8s1762	cilium or flagellum-dependent cell motility
188	GO:0001539	Nk52_evm91s1810	cilium or flagellum-dependent cell motility
189	GO:0001539	Nk52_evm9s1020	cilium or flagellum-dependent cell motility
190	GO:0001539	Nk52_evm9s2650	cilium or flagellum-dependent cell motility
191	GO:0007224	Nk52_evm114s226	smoothened signaling pathway
192	GO:0007224	Nk52_evm11s710	smoothened signaling pathway
193	GO:0007224	Nk52_evm13s1992	smoothened signaling pathway
194	GO:0007224	Nk52_evm13s375	smoothened signaling pathway
195	GO:0007224	Nk52_evm16s1129	smoothened signaling pathway
196	GO:0007224	Nk52_evm17s228	smoothened signaling pathway
197	GO:0007224	Nk52_evm17s280	smoothened signaling pathway
198	GO:0007224	Nk52_evm19s1869	smoothened signaling pathway
199	GO:0007224	Nk52_evm1s236	smoothened signaling pathway
200	GO:0007224	Nk52_evm26s230	smoothened signaling pathway
201	GO:0007224	Nk52_evm27s745	smoothened signaling pathway
202	GO:0007224	Nk52_evm28s1073	smoothened signaling pathway
203	GO:0007224	Nk52_evm28s78	smoothened signaling pathway
204	GO:0007224	Nk52_evm2s383	smoothened signaling pathway
205	GO:0007224	Nk52_evm35s1129	smoothened signaling pathway
206	GO:0007224	Nk52_evm35s294	smoothened signaling pathway
207	GO:0007224	Nk52_evm38s292	smoothened signaling pathway
208	GO:0007224	Nk52_evm3s343	smoothened signaling pathway
209	GO:0007224	Nk52_evm46s221	smoothened signaling pathway
210	GO:0007224	Nk52_evm49s32	smoothened signaling pathway
211	GO:0007224	Nk52_evm5s2152	smoothened signaling pathway
212	GO:0007224	Nk52_evm62s152	smoothened signaling pathway
213	GO:0007224	Nk52_evm64s343	smoothened signaling pathway
214	GO:0007224	Nk52_evm6s223	smoothened signaling pathway
215	GO:0007224	Nk52_evm98s226	smoothened signaling pathway
216	GO:0007224	Nk52_evm9s2085	smoothened signaling pathway
217	GO:0007224	Nk52_evm9s327	smoothened signaling pathway
218	GO:0060972	Nk52_evm121s352	left/right pattern formation
219	GO:0060972	Nk52_evm14s2542	left/right pattern formation
220	GO:0060972	Nk52_evm15s1073	left/right pattern formation
221	GO:0060972	Nk52_evm23s242	left/right pattern formation
222	GO:0060972	Nk52_evm23s243	left/right pattern formation
223	GO:0060972	Nk52_evm24s1360	left/right pattern formation
224	GO:0060972	Nk52_evm25s621	left/right pattern formation
225	GO:0060972	Nk52_evm26s230	left/right pattern formation
226	GO:0060972	Nk52_evm28s485	left/right pattern formation
227	GO:0060972	Nk52_evm28s78	left/right pattern formation
228	GO:0060972	Nk52_evm2s385	left/right pattern formation
229	GO:0060972	Nk52_evm35s1129	left/right pattern formation
230	GO:0060972	Nk52_evm35s294	left/right pattern formation
231	GO:0060972	Nk52_evm38s292	left/right pattern formation
232	GO:0060972	Nk52_evm39s621	left/right pattern formation
233	GO:0060972	Nk52_evm3s343	left/right pattern formation
234	GO:0060972	Nk52_evm46s221	left/right pattern formation
235	GO:0060972	Nk52_evm49s32	left/right pattern formation
236	GO:0060972	Nk52_evm4s229	left/right pattern formation
237	GO:0060972	Nk52_evm53s240	left/right pattern formation
238	GO:0060972	Nk52_evm54s1992	left/right pattern formation
239	GO:0060972	Nk52_evm5s1178	left/right pattern formation
240	GO:0060972	Nk52_evm5s169	left/right pattern formation
241	GO:0060972	Nk52_evm5s2152	left/right pattern formation
242	GO:0060972	Nk52_evm5s352	left/right pattern formation
243	GO:0060972	Nk52_evm80s2367	left/right pattern formation
244	GO:0060972	Nk52_evm83s62	left/right pattern formation
245	GO:0060972	Nk52_evm98s226	left/right pattern formation
246	GO:0060972	Nk52_evm9s1569	left/right pattern formation
247	GO:0060972	Nk52_evm9s2085	left/right pattern formation
248	GO:0060972	Nk52_evm9s327	left/right pattern formation
249	GO:0007283	Nk52_evm113s914	spermatogenesis
250	GO:0007283	Nk52_evm114s226	spermatogenesis
251	GO:0007283	Nk52_evm11s256	spermatogenesis
252	GO:0007283	Nk52_evm12s280	spermatogenesis
253	GO:0007283	Nk52_evm13s1401	spermatogenesis
254	GO:0007283	Nk52_evm13s1992	spermatogenesis
255	GO:0007283	Nk52_evm14s2578	spermatogenesis
256	GO:0007283	Nk52_evm15s2171	spermatogenesis
257	GO:0007283	Nk52_evm17s2474	spermatogenesis
258	GO:0007283	Nk52_evm17s2635	spermatogenesis
259	GO:0007283	Nk52_evm1s1211	spermatogenesis
260	GO:0007283	Nk52_evm1s1949	spermatogenesis
261	GO:0007283	Nk52_evm1s351	spermatogenesis
262	GO:0007283	Nk52_evm1s628	spermatogenesis
263	GO:0007283	Nk52_evm20s216	spermatogenesis
264	GO:0007283	Nk52_evm21s296	spermatogenesis
265	GO:0007283	Nk52_evm24s490	spermatogenesis
266	GO:0007283	Nk52_evm26s232	spermatogenesis
267	GO:0007283	Nk52_evm27s745	spermatogenesis
268	GO:0007283	Nk52_evm28s1073	spermatogenesis
269	GO:0007283	Nk52_evm28s229	spermatogenesis
270	GO:0007283	Nk52_evm29s2531	spermatogenesis
271	GO:0007283	Nk52_evm2s2340	spermatogenesis
272	GO:0007283	Nk52_evm32s2612	spermatogenesis
273	GO:0007283	Nk52_evm32s805	spermatogenesis
274	GO:0007283	Nk52_evm33s255	spermatogenesis
275	GO:0007283	Nk52_evm36s2309	spermatogenesis
276	GO:0007283	Nk52_evm38s207	spermatogenesis
277	GO:0007283	Nk52_evm39s2449	spermatogenesis
278	GO:0007283	Nk52_evm3s228	spermatogenesis
279	GO:0007283	Nk52_evm43s242	spermatogenesis
280	GO:0007283	Nk52_evm44s2039	spermatogenesis
281	GO:0007283	Nk52_evm49s32	spermatogenesis
282	GO:0007283	Nk52_evm56s208	spermatogenesis
283	GO:0007283	Nk52_evm5s352	spermatogenesis
284	GO:0007283	Nk52_evm61s221	spermatogenesis
285	GO:0007283	Nk52_evm64s343	spermatogenesis
286	GO:0007283	Nk52_evm6s1400	spermatogenesis
287	GO:0007283	Nk52_evm6s2604	spermatogenesis
288	GO:0007283	Nk52_evm6s288	spermatogenesis
289	GO:0007283	Nk52_evm71s210	spermatogenesis
290	GO:0007283	Nk52_evm7s1869	spermatogenesis
291	GO:0007283	Nk52_evm7s1967	spermatogenesis
292	GO:0007283	Nk52_evm91s1810	spermatogenesis
293	GO:0007283	Nk52_evm9s1020	spermatogenesis
294	GO:0030326	Nk52_evm11s710	embryonic limb morphogenesis
295	GO:0030326	Nk52_evm23s1671	embryonic limb morphogenesis
296	GO:0030326	Nk52_evm26s230	embryonic limb morphogenesis
297	GO:0030326	Nk52_evm35s1129	embryonic limb morphogenesis
298	GO:0030326	Nk52_evm35s294	embryonic limb morphogenesis
299	GO:0030326	Nk52_evm36s208	embryonic limb morphogenesis
300	GO:0030326	Nk52_evm46s221	embryonic limb morphogenesis
301	GO:0030326	Nk52_evm49s32	embryonic limb morphogenesis
302	GO:0030326	Nk52_evm6s223	embryonic limb morphogenesis
303	GO:0030326	Nk52_evm75s2192	embryonic limb morphogenesis
304	GO:0030326	Nk52_evm85s352	embryonic limb morphogenesis
305	GO:0030326	Nk52_evm9s2085	embryonic limb morphogenesis
306	GO:0030326	Nk52_evm9s327	embryonic limb morphogenesis
307	GO:0061512	Nk52_evm13s1992	protein localization to cilium
308	GO:0061512	Nk52_evm15s1073	protein localization to cilium
309	GO:0061512	Nk52_evm16s1129	protein localization to cilium
310	GO:0061512	Nk52_evm17s228	protein localization to cilium
311	GO:0061512	Nk52_evm19s239	protein localization to cilium
312	GO:0061512	Nk52_evm24s1360	protein localization to cilium
313	GO:0061512	Nk52_evm28s78	protein localization to cilium
314	GO:0061512	Nk52_evm37s250	protein localization to cilium
315	GO:0061512	Nk52_evm42s230	protein localization to cilium
316	GO:0061512	Nk52_evm4s229	protein localization to cilium
317	GO:0061512	Nk52_evm5s2152	protein localization to cilium
318	GO:0061512	Nk52_evm64s343	protein localization to cilium
319	GO:0061512	Nk52_evm6s223	protein localization to cilium
320	GO:0061512	Nk52_evm75s207	protein localization to cilium
321	GO:0061512	Nk52_evm9s2085	protein localization to cilium
322	GO:0061512	Nk52_evm9s327	protein localization to cilium
323	GO:0035050	Nk52_evm104s352	embryonic heart tube development
324	GO:0035050	Nk52_evm121s352	embryonic heart tube development
325	GO:0035050	Nk52_evm24s1360	embryonic heart tube development
326	GO:0035050	Nk52_evm25s621	embryonic heart tube development
327	GO:0035050	Nk52_evm26s230	embryonic heart tube development
328	GO:0035050	Nk52_evm28s485	embryonic heart tube development
329	GO:0035050	Nk52_evm2s291	embryonic heart tube development
330	GO:0035050	Nk52_evm35s294	embryonic heart tube development
331	GO:0035050	Nk52_evm38s292	embryonic heart tube development
332	GO:0035050	Nk52_evm39s621	embryonic heart tube development
333	GO:0035050	Nk52_evm3s343	embryonic heart tube development
334	GO:0035050	Nk52_evm54s1992	embryonic heart tube development
335	GO:0035050	Nk52_evm80s2367	embryonic heart tube development
336	GO:0035050	Nk52_evm98s226	embryonic heart tube development
337	GO:0035050	Nk52_evm9s2085	embryonic heart tube development
338	GO:0006355	Nk52_evm10s106	regulation of DNA-templated transcription
339	GO:0006355	Nk52_evm10s559	regulation of DNA-templated transcription
340	GO:0006355	Nk52_evm11s1400	regulation of DNA-templated transcription
341	GO:0006355	Nk52_evm11s1837	regulation of DNA-templated transcription
342	GO:0006355	Nk52_evm11s229	regulation of DNA-templated transcription
343	GO:0006355	Nk52_evm11s2579	regulation of DNA-templated transcription
344	GO:0006355	Nk52_evm121s226	regulation of DNA-templated transcription
345	GO:0006355	Nk52_evm124s221	regulation of DNA-templated transcription
346	GO:0006355	Nk52_evm12s2325	regulation of DNA-templated transcription
347	GO:0006355	Nk52_evm12s250	regulation of DNA-templated transcription
348	GO:0006355	Nk52_evm12s301	regulation of DNA-templated transcription
349	GO:0006355	Nk52_evm12s442	regulation of DNA-templated transcription
350	GO:0006355	Nk52_evm12s578	regulation of DNA-templated transcription
351	GO:0006355	Nk52_evm13s16	regulation of DNA-templated transcription
352	GO:0006355	Nk52_evm13s227	regulation of DNA-templated transcription
353	GO:0006355	Nk52_evm15s2118	regulation of DNA-templated transcription
354	GO:0006355	Nk52_evm15s2171	regulation of DNA-templated transcription
355	GO:0006355	Nk52_evm15s282	regulation of DNA-templated transcription
356	GO:0006355	Nk52_evm15s358	regulation of DNA-templated transcription
357	GO:0006355	Nk52_evm16s1129	regulation of DNA-templated transcription
358	GO:0006355	Nk52_evm17s2657	regulation of DNA-templated transcription
359	GO:0006355	Nk52_evm18s745	regulation of DNA-templated transcription
360	GO:0006355	Nk52_evm1s1020	regulation of DNA-templated transcription
361	GO:0006355	Nk52_evm1s1084	regulation of DNA-templated transcription
362	GO:0006355	Nk52_evm1s136	regulation of DNA-templated transcription
363	GO:0006355	Nk52_evm1s164	regulation of DNA-templated transcription
364	GO:0006355	Nk52_evm1s1704	regulation of DNA-templated transcription
365	GO:0006355	Nk52_evm1s174	regulation of DNA-templated transcription
366	GO:0006355	Nk52_evm1s2119	regulation of DNA-templated transcription
367	GO:0006355	Nk52_evm1s2343	regulation of DNA-templated transcription
368	GO:0006355	Nk52_evm1s242	regulation of DNA-templated transcription
369	GO:0006355	Nk52_evm1s2487	regulation of DNA-templated transcription
370	GO:0006355	Nk52_evm1s2644	regulation of DNA-templated transcription
371	GO:0006355	Nk52_evm1s268	regulation of DNA-templated transcription
372	GO:0006355	Nk52_evm1s280	regulation of DNA-templated transcription
373	GO:0006355	Nk52_evm20s284	regulation of DNA-templated transcription
374	GO:0006355	Nk52_evm20s311	regulation of DNA-templated transcription
375	GO:0006355	Nk52_evm21s1020	regulation of DNA-templated transcription
376	GO:0006355	Nk52_evm21s78	regulation of DNA-templated transcription
377	GO:0006355	Nk52_evm23s1671	regulation of DNA-templated transcription
378	GO:0006355	Nk52_evm23s2133	regulation of DNA-templated transcription
379	GO:0006355	Nk52_evm23s311	regulation of DNA-templated transcription
380	GO:0006355	Nk52_evm24s217	regulation of DNA-templated transcription
381	GO:0006355	Nk52_evm25s234	regulation of DNA-templated transcription
382	GO:0006355	Nk52_evm26s230	regulation of DNA-templated transcription
383	GO:0006355	Nk52_evm28s270	regulation of DNA-templated transcription
384	GO:0006355	Nk52_evm2s214	regulation of DNA-templated transcription
385	GO:0006355	Nk52_evm2s2208	regulation of DNA-templated transcription
386	GO:0006355	Nk52_evm32s224	regulation of DNA-templated transcription
387	GO:0006355	Nk52_evm32s2506	regulation of DNA-templated transcription
388	GO:0006355	Nk52_evm33s2579	regulation of DNA-templated transcription
389	GO:0006355	Nk52_evm33s32	regulation of DNA-templated transcription
390	GO:0006355	Nk52_evm36s2309	regulation of DNA-templated transcription
391	GO:0006355	Nk52_evm37s153	regulation of DNA-templated transcription
392	GO:0006355	Nk52_evm37s250	regulation of DNA-templated transcription
393	GO:0006355	Nk52_evm37s78	regulation of DNA-templated transcription
394	GO:0006355	Nk52_evm38s296	regulation of DNA-templated transcription
395	GO:0006355	Nk52_evm3s217	regulation of DNA-templated transcription
396	GO:0006355	Nk52_evm3s228	regulation of DNA-templated transcription
397	GO:0006355	Nk52_evm3s331	regulation of DNA-templated transcription
398	GO:0006355	Nk52_evm3s383	regulation of DNA-templated transcription
399	GO:0006355	Nk52_evm42s156	regulation of DNA-templated transcription
400	GO:0006355	Nk52_evm43s242	regulation of DNA-templated transcription
401	GO:0006355	Nk52_evm44s352	regulation of DNA-templated transcription
402	GO:0006355	Nk52_evm45s2657	regulation of DNA-templated transcription
403	GO:0006355	Nk52_evm48s1401	regulation of DNA-templated transcription
404	GO:0006355	Nk52_evm4s212	regulation of DNA-templated transcription
405	GO:0006355	Nk52_evm4s2426	regulation of DNA-templated transcription
406	GO:0006355	Nk52_evm50s212	regulation of DNA-templated transcription
407	GO:0006355	Nk52_evm50s230	regulation of DNA-templated transcription
408	GO:0006355	Nk52_evm50s242	regulation of DNA-templated transcription
409	GO:0006355	Nk52_evm53s1992	regulation of DNA-templated transcription
410	GO:0006355	Nk52_evm53s240	regulation of DNA-templated transcription
411	GO:0006355	Nk52_evm54s1992	regulation of DNA-templated transcription
412	GO:0006355	Nk52_evm55s359	regulation of DNA-templated transcription
413	GO:0006355	Nk52_evm57s1073	regulation of DNA-templated transcription
414	GO:0006355	Nk52_evm57s485	regulation of DNA-templated transcription
415	GO:0006355	Nk52_evm58s215	regulation of DNA-templated transcription
416	GO:0006355	Nk52_evm59s2657	regulation of DNA-templated transcription
417	GO:0006355	Nk52_evm5s157	regulation of DNA-templated transcription
418	GO:0006355	Nk52_evm5s169	regulation of DNA-templated transcription
419	GO:0006355	Nk52_evm5s330	regulation of DNA-templated transcription
420	GO:0006355	Nk52_evm5s70	regulation of DNA-templated transcription
421	GO:0006355	Nk52_evm65s1020	regulation of DNA-templated transcription
422	GO:0006355	Nk52_evm65s152	regulation of DNA-templated transcription
423	GO:0006355	Nk52_evm65s223	regulation of DNA-templated transcription
424	GO:0006355	Nk52_evm68s1810	regulation of DNA-templated transcription
425	GO:0006355	Nk52_evm6s2171	regulation of DNA-templated transcription
426	GO:0006355	Nk52_evm6s2604	regulation of DNA-templated transcription
427	GO:0006355	Nk52_evm6s296	regulation of DNA-templated transcription
428	GO:0006355	Nk52_evm71s207	regulation of DNA-templated transcription
429	GO:0006355	Nk52_evm78s1737	regulation of DNA-templated transcription
430	GO:0006355	Nk52_evm7s1967	regulation of DNA-templated transcription
431	GO:0006355	Nk52_evm7s2630	regulation of DNA-templated transcription
432	GO:0006355	Nk52_evm7s490	regulation of DNA-templated transcription
433	GO:0006355	Nk52_evm80s2367	regulation of DNA-templated transcription
434	GO:0006355	Nk52_evm84s554	regulation of DNA-templated transcription
435	GO:0006355	Nk52_evm89s2192	regulation of DNA-templated transcription
436	GO:0006355	Nk52_evm8s378	regulation of DNA-templated transcription
437	GO:0006355	Nk52_evm90s1737	regulation of DNA-templated transcription
438	GO:0006355	Nk52_evm90s2118	regulation of DNA-templated transcription
439	GO:0006355	Nk52_evm98s217	regulation of DNA-templated transcription
440	GO:0006355	Nk52_evm98s2192	regulation of DNA-templated transcription
441	GO:0006355	Nk52_evm9s1837	regulation of DNA-templated transcription
442	GO:0006355	Nk52_evm9s2011	regulation of DNA-templated transcription
443	GO:0006355	Nk52_evm9s2118	regulation of DNA-templated transcription
444	GO:0042461	Nk52_evm10s207	photoreceptor cell development
445	GO:0042461	Nk52_evm15s2118	photoreceptor cell development
446	GO:0042461	Nk52_evm23s242	photoreceptor cell development
447	GO:0042461	Nk52_evm34s1810	photoreceptor cell development
448	GO:0042461	Nk52_evm39s621	photoreceptor cell development
449	GO:0042461	Nk52_evm46s221	photoreceptor cell development
450	GO:0042461	Nk52_evm54s1992	photoreceptor cell development
451	GO:0042461	Nk52_evm64s343	photoreceptor cell development
452	GO:0042461	Nk52_evm77s223	photoreceptor cell development
453	GO:0042461	Nk52_evm9s208	photoreceptor cell development
454	GO:0042461	Nk52_evm9s327	photoreceptor cell development
455	GO:0010837	Nk52_evm17s228	regulation of keratinocyte proliferation
456	GO:0010837	Nk52_evm35s294	regulation of keratinocyte proliferation
457	GO:0010837	Nk52_evm3s343	regulation of keratinocyte proliferation
458	GO:0010837	Nk52_evm49s32	regulation of keratinocyte proliferation
459	GO:0010837	Nk52_evm53s240	regulation of keratinocyte proliferation
460	GO:0010837	Nk52_evm98s226	regulation of keratinocyte proliferation
