GO.ID	UNIgene	V3
352	GO:0070192	Nk52_evm9s2579	chromosome organization involved in meiotic cell cycle
353	GO:0050871	Nk52_evm12s2171	positive regulation of B cell activation
354	GO:0050871	Nk52_evm22s913	positive regulation of B cell activation
355	GO:0050871	Nk52_evm23s490	positive regulation of B cell activation
356	GO:0050871	Nk52_evm26s272	positive regulation of B cell activation
357	GO:0050871	Nk52_evm33s2496	positive regulation of B cell activation
358	GO:0050871	Nk52_evm5s257	positive regulation of B cell activation
359	GO:0034728	Nk52_evm19s2622	nucleosome organization
360	GO:0034728	Nk52_evm1s1647	nucleosome organization
361	GO:0034728	Nk52_evm1s322	nucleosome organization
362	GO:0034728	Nk52_evm22s559	nucleosome organization
363	GO:0034728	Nk52_evm23s249	nucleosome organization
364	GO:0034728	Nk52_evm26s279	nucleosome organization
365	GO:0034728	Nk52_evm28s2192	nucleosome organization
366	GO:0034728	Nk52_evm61s207	nucleosome organization
367	GO:0034728	Nk52_evm80s270	nucleosome organization
368	GO:0000076	Nk52_evm14s327	DNA replication checkpoint signaling
369	GO:0000076	Nk52_evm23s224	DNA replication checkpoint signaling
370	GO:0000076	Nk52_evm25s311	DNA replication checkpoint signaling
371	GO:0000076	Nk52_evm35s745	DNA replication checkpoint signaling
372	GO:0000076	Nk52_evm70s914	DNA replication checkpoint signaling
373	GO:0006974	Nk52_evm10s343	DNA damage response
374	GO:0006974	Nk52_evm126s226	DNA damage response
375	GO:0006974	Nk52_evm12s2133	DNA damage response
376	GO:0006974	Nk52_evm12s2171	DNA damage response
377	GO:0006974	Nk52_evm13s352	DNA damage response
378	GO:0006974	Nk52_evm14s327	DNA damage response
379	GO:0006974	Nk52_evm15s303	DNA damage response
380	GO:0006974	Nk52_evm16s136	DNA damage response
381	GO:0006974	Nk52_evm16s163	DNA damage response
382	GO:0006974	Nk52_evm17s224	DNA damage response
383	GO:0006974	Nk52_evm18s1444	DNA damage response
384	GO:0006974	Nk52_evm18s238	DNA damage response
385	GO:0006974	Nk52_evm1s1950	DNA damage response
386	GO:0006974	Nk52_evm1s2041	DNA damage response
387	GO:0006974	Nk52_evm1s2626	DNA damage response
388	GO:0006974	Nk52_evm1s510	DNA damage response
389	GO:0006974	Nk52_evm1s589	DNA damage response
390	GO:0006974	Nk52_evm20s2612	DNA damage response
391	GO:0006974	Nk52_evm21s284	DNA damage response
392	GO:0006974	Nk52_evm22s270	DNA damage response
393	GO:0006974	Nk52_evm22s559	DNA damage response
394	GO:0006974	Nk52_evm22s913	DNA damage response
395	GO:0006974	Nk52_evm23s224	DNA damage response
396	GO:0006974	Nk52_evm23s249	DNA damage response
397	GO:0006974	Nk52_evm23s252	DNA damage response
398	GO:0006974	Nk52_evm23s490	DNA damage response
399	GO:0006974	Nk52_evm24s252	DNA damage response
400	GO:0006974	Nk52_evm25s311	DNA damage response
401	GO:0006974	Nk52_evm26s272	DNA damage response
402	GO:0006974	Nk52_evm26s279	DNA damage response
403	GO:0006974	Nk52_evm27s224	DNA damage response
404	GO:0006974	Nk52_evm28s1992	DNA damage response
405	GO:0006974	Nk52_evm29s1569	DNA damage response
406	GO:0006974	Nk52_evm30s317	DNA damage response
407	GO:0006974	Nk52_evm30s370	DNA damage response
408	GO:0006974	Nk52_evm31s293	DNA damage response
409	GO:0006974	Nk52_evm33s24	DNA damage response
410	GO:0006974	Nk52_evm33s295	DNA damage response
411	GO:0006974	Nk52_evm34s2474	DNA damage response
412	GO:0006974	Nk52_evm35s967	DNA damage response
413	GO:0006974	Nk52_evm39s222	DNA damage response
414	GO:0006974	Nk52_evm45s236	DNA damage response
415	GO:0006974	Nk52_evm45s32	DNA damage response
416	GO:0006974	Nk52_evm51s224	DNA damage response
417	GO:0006974	Nk52_evm51s745	DNA damage response
418	GO:0006974	Nk52_evm52s1810	DNA damage response
419	GO:0006974	Nk52_evm54s270	DNA damage response
420	GO:0006974	Nk52_evm56s212	DNA damage response
421	GO:0006974	Nk52_evm58s2192	DNA damage response
422	GO:0006974	Nk52_evm59s2118	DNA damage response
423	GO:0006974	Nk52_evm59s32	DNA damage response
424	GO:0006974	Nk52_evm5s158	DNA damage response
425	GO:0006974	Nk52_evm61s207	DNA damage response
426	GO:0006974	Nk52_evm69s221	DNA damage response
427	GO:0006974	Nk52_evm77s2367	DNA damage response
428	GO:0006974	Nk52_evm78s62	DNA damage response
429	GO:0006974	Nk52_evm79s210	DNA damage response
430	GO:0006974	Nk52_evm79s221	DNA damage response
431	GO:0006974	Nk52_evm80s270	DNA damage response
432	GO:0006974	Nk52_evm8s1524	DNA damage response
433	GO:0006974	Nk52_evm8s155	DNA damage response
434	GO:0006974	Nk52_evm8s310	DNA damage response
435	GO:0006974	Nk52_evm95s208	DNA damage response
436	GO:0000915	Nk52_evm21s156	actomyosin contractile ring assembly
437	GO:0000915	Nk52_evm21s675	actomyosin contractile ring assembly
438	GO:0000915	Nk52_evm38s255	actomyosin contractile ring assembly
439	GO:0000915	Nk52_evm76s1810	actomyosin contractile ring assembly
440	GO:0007059	Nk52_evm101s352	chromosome segregation
441	GO:0007059	Nk52_evm10s309	chromosome segregation
442	GO:0007059	Nk52_evm14s295	chromosome segregation
443	GO:0007059	Nk52_evm15s243	chromosome segregation
444	GO:0007059	Nk52_evm15s295	chromosome segregation
445	GO:0007059	Nk52_evm16s1073	chromosome segregation
446	GO:0007059	Nk52_evm16s2241	chromosome segregation
447	GO:0007059	Nk52_evm17s272	chromosome segregation
448	GO:0007059	Nk52_evm19s228	chromosome segregation
449	GO:0007059	Nk52_evm1s1745	chromosome segregation
450	GO:0007059	Nk52_evm1s1962	chromosome segregation
451	GO:0007059	Nk52_evm1s333	chromosome segregation
452	GO:0007059	Nk52_evm1s589	chromosome segregation
453	GO:0007059	Nk52_evm21s675	chromosome segregation
454	GO:0007059	Nk52_evm22s2133	chromosome segregation
455	GO:0007059	Nk52_evm23s249	chromosome segregation
456	GO:0007059	Nk52_evm26s223	chromosome segregation
457	GO:0007059	Nk52_evm29s1992	chromosome segregation
458	GO:0007059	Nk52_evm2s156	chromosome segregation
459	GO:0007059	Nk52_evm31s2568	chromosome segregation
460	GO:0007059	Nk52_evm32s1967	chromosome segregation
461	GO:0007059	Nk52_evm32s223	chromosome segregation
462	GO:0007059	Nk52_evm34s2474	chromosome segregation
463	GO:0007059	Nk52_evm36s2657	chromosome segregation
464	GO:0007059	Nk52_evm42s296	chromosome segregation
465	GO:0007059	Nk52_evm45s252	chromosome segregation
466	GO:0007059	Nk52_evm45s279	chromosome segregation
467	GO:0007059	Nk52_evm4s2514	chromosome segregation
468	GO:0007059	Nk52_evm4s539	chromosome segregation
469	GO:0007059	Nk52_evm55s224	chromosome segregation
470	GO:0007059	Nk52_evm58s2192	chromosome segregation
471	GO:0007059	Nk52_evm59s2118	chromosome segregation
472	GO:0007059	Nk52_evm5s39	chromosome segregation
473	GO:0007059	Nk52_evm61s207	chromosome segregation
474	GO:0007059	Nk52_evm64s152	chromosome segregation
475	GO:0007059	Nk52_evm6s16	chromosome segregation
476	GO:0007059	Nk52_evm6s39	chromosome segregation
477	GO:0007059	Nk52_evm70s914	chromosome segregation
478	GO:0007059	Nk52_evm72s352	chromosome segregation
479	GO:0007059	Nk52_evm78s62	chromosome segregation
480	GO:0007059	Nk52_evm84s1444	chromosome segregation
481	GO:0007059	Nk52_evm8s1671	chromosome segregation
482	GO:0007059	Nk52_evm91s1737	chromosome segregation
483	GO:0007059	Nk52_evm95s208	chromosome segregation
484	GO:0007059	Nk52_evm9s1401	chromosome segregation
485	GO:0007059	Nk52_evm9s2579	chromosome segregation
486	GO:0006260	Nk52_evm11s307	DNA replication
487	GO:0006260	Nk52_evm12s2171	DNA replication
488	GO:0006260	Nk52_evm14s327	DNA replication
489	GO:0006260	Nk52_evm15s223	DNA replication
490	GO:0006260	Nk52_evm15s303	DNA replication
