Orthogroup	Sarc4_TRX
OG0000000	Sarc4_g14949T
OG0000000	Sarc4_g14T
OG0000000	Sarc4_g15109T
OG0000000	Sarc4_g15112T
OG0000000	Sarc4_g15113T
OG0000000	Sarc4_g15173T
OG0000000	Sarc4_g15174T
OG0000000	Sarc4_g15211T
OG0000000	Sarc4_g15406T
OG0000000	Sarc4_g15407T
OG0000000	Sarc4_g15410T
OG0000000	Sarc4_g15425T
OG0000000	Sarc4_g15447T
OG0000000	Sarc4_g15670T
OG0000000	Sarc4_g15671T
OG0000000	Sarc4_g15678T
OG0000000	Sarc4_g16003T
OG0000000	Sarc4_g16149T
OG0000000	Sarc4_g1618T
OG0000000	Sarc4_g1629T
OG0000000	Sarc4_g1630T
OG0000000	Sarc4_g16355T
OG0000000	Sarc4_g16356T
OG0000000	Sarc4_g1635T
OG0000000	Sarc4_g16361T
OG0000000	Sarc4_g1636T
OG0000000	Sarc4_g1637T
OG0000000	Sarc4_g1642T
OG0000000	Sarc4_g16484T
OG0000000	Sarc4_g16540T
OG0000000	Sarc4_g16765T
OG0000000	Sarc4_g16768T
OG0000000	Sarc4_g16769T
OG0000000	Sarc4_g16800T
OG0000000	Sarc4_g16801T
OG0000000	Sarc4_g16870T
OG0000000	Sarc4_g16872T
OG0000000	Sarc4_g16876T
OG0000000	Sarc4_g17043T
OG0000000	Sarc4_g1715T
OG0000000	Sarc4_g1716T
OG0000000	Sarc4_g1717T
OG0000000	Sarc4_g17235T
OG0000000	Sarc4_g17236T
OG0000000	Sarc4_g17237T
OG0000000	Sarc4_g17238T
OG0000000	Sarc4_g17240T
OG0000000	Sarc4_g17899T
OG0000000	Sarc4_g18264T
OG0000000	Sarc4_g18429T
OG0000000	Sarc4_g18430T
OG0000000	Sarc4_g18431T
OG0000000	Sarc4_g18432T
OG0000000	Sarc4_g18498T
OG0000000	Sarc4_g18499T
OG0000000	Sarc4_g18523T
OG0000000	Sarc4_g18524T
OG0000000	Sarc4_g18525T
OG0000000	Sarc4_g18541T
OG0000000	Sarc4_g18564T
OG0000000	Sarc4_g18566T
OG0000000	Sarc4_g18567T
OG0000000	Sarc4_g18606T
OG0000000	Sarc4_g18712T
OG0000000	Sarc4_g18713T
OG0000000	Sarc4_g18717T
OG0000000	Sarc4_g18747T
OG0000000	Sarc4_g18749T
OG0000000	Sarc4_g18762T
OG0000000	Sarc4_g18811T
OG0000000	Sarc4_g18837T
OG0000000	Sarc4_g18838T
OG0000000	Sarc4_g18840T
OG0000000	Sarc4_g18841T
OG0000000	Sarc4_g18940T
OG0000000	Sarc4_g18970T
OG0000000	Sarc4_g18971T
OG0000000	Sarc4_g18973T
OG0000000	Sarc4_g18990T
OG0000000	Sarc4_g19022T
OG0000000	Sarc4_g19023T
OG0000000	Sarc4_g19026T
OG0000000	Sarc4_g19044T
OG0000000	Sarc4_g19045T
OG0000000	Sarc4_g19057T
OG0000000	Sarc4_g19067T
OG0000000	Sarc4_g19068T
OG0000000	Sarc4_g19069T
OG0000000	Sarc4_g19070T
OG0000000	Sarc4_g19089T
OG0000000	Sarc4_g19094T
OG0000000	Sarc4_g19119T
OG0000000	Sarc4_g19120T
OG0000000	Sarc4_g19121T
OG0000000	Sarc4_g19122T
OG0000000	Sarc4_g19123T
OG0000000	Sarc4_g19124T
OG0000000	Sarc4_g19138T
OG0000000	Sarc4_g19148T
OG0000000	Sarc4_g19152T
OG0000000	Sarc4_g19153T
OG0000000	Sarc4_g1919T
OG0000000	Sarc4_g19222T
OG0000000	Sarc4_g19253T
OG0000000	Sarc4_g19267T
OG0000000	Sarc4_g19268T
OG0000000	Sarc4_g19269T
OG0000000	Sarc4_g19278T
OG0000000	Sarc4_g19322T
OG0000000	Sarc4_g1932T
OG0000000	Sarc4_g19339T
OG0000000	Sarc4_g19367T
OG0000000	Sarc4_g19369T
OG0000000	Sarc4_g19370T
OG0000000	Sarc4_g19376T
OG0000000	Sarc4_g19404T
OG0000000	Sarc4_g19461T
OG0000000	Sarc4_g19463T
OG0000000	Sarc4_g1947T
OG0000000	Sarc4_g1949T
OG0000000	Sarc4_g19545T
OG0000000	Sarc4_g19546T
OG0000000	Sarc4_g19547T
OG0000000	Sarc4_g19548T
OG0000000	Sarc4_g19633T
OG0000000	Sarc4_g19717T
OG0000000	Sarc4_g19723T
OG0000000	Sarc4_g19752T
OG0000000	Sarc4_g19755T
OG0000000	Sarc4_g19757T
OG0000000	Sarc4_g19758T
OG0000000	Sarc4_g19777T
OG0000000	Sarc4_g19787T
OG0000000	Sarc4_g19788T
OG0000000	Sarc4_g19817T
OG0000000	Sarc4_g19819T
OG0000000	Sarc4_g19824T
OG0000000	Sarc4_g19829T
OG0000000	Sarc4_g19853T
OG0000000	Sarc4_g19854T
OG0000000	Sarc4_g19855T
OG0000000	Sarc4_g19856T
OG0000000	Sarc4_g19891T
OG0000000	Sarc4_g19892T
OG0000000	Sarc4_g19895T
OG0000000	Sarc4_g19896T
OG0000000	Sarc4_g19901T
OG0000000	Sarc4_g19921T
OG0000000	Sarc4_g19942T
OG0000000	Sarc4_g19973T
OG0000000	Sarc4_g19978T
OG0000000	Sarc4_g19979T
OG0000000	Sarc4_g20136T
OG0000000	Sarc4_g20139T
OG0000000	Sarc4_g20141T
OG0000000	Sarc4_g20377T
OG0000000	Sarc4_g2042T
OG0000000	Sarc4_g2043T
OG0000000	Sarc4_g2064T
OG0000000	Sarc4_g2066T
OG0000000	Sarc4_g206T
OG0000000	Sarc4_g20878T
OG0000000	Sarc4_g208T
OG0000000	Sarc4_g209T
OG0000000	Sarc4_g21035T
OG0000000	Sarc4_g2154T
OG0000000	Sarc4_g2157T
OG0000000	Sarc4_g2158T
OG0000000	Sarc4_g2159T
OG0000000	Sarc4_g21627T
OG0000000	Sarc4_g21628T
OG0000000	Sarc4_g21630T
OG0000000	Sarc4_g2174T
OG0000000	Sarc4_g2175T
OG0000000	Sarc4_g2177T
OG0000000	Sarc4_g21811T
OG0000000	Sarc4_g22023T
OG0000000	Sarc4_g22024T
OG0000000	Sarc4_g22025T
OG0000000	Sarc4_g22067T
OG0000000	Sarc4_g22138T
OG0000000	Sarc4_g22139T
OG0000000	Sarc4_g22144T
OG0000000	Sarc4_g22304T
OG0000000	Sarc4_g22436T
OG0000000	Sarc4_g22437T
OG0000000	Sarc4_g22465T
OG0000000	Sarc4_g22470T
OG0000000	Sarc4_g22471T
OG0000000	Sarc4_g22519T
OG0000000	Sarc4_g22520T
OG0000000	Sarc4_g22521T
OG0000000	Sarc4_g22526T
OG0000000	Sarc4_g22535T
OG0000000	Sarc4_g22608T
OG0000000	Sarc4_g2260T
OG0000000	Sarc4_g2262T
OG0000000	Sarc4_g22634T
OG0000000	Sarc4_g22640T
OG0000000	Sarc4_g22644T
OG0000000	Sarc4_g2265T
OG0000000	Sarc4_g2268T
OG0000000	Sarc4_g22711T
OG0000000	Sarc4_g22719T
OG0000000	Sarc4_g22721T
OG0000000	Sarc4_g22752T
OG0000000	Sarc4_g22758T
OG0000000	Sarc4_g22763T
OG0000000	Sarc4_g22798T
OG0000000	Sarc4_g22801T
OG0000000	Sarc4_g22802T
OG0000000	Sarc4_g22846T
OG0000000	Sarc4_g22847T
OG0000000	Sarc4_g22848T
OG0000000	Sarc4_g22849T
OG0000000	Sarc4_g22853T
OG0000000	Sarc4_g22870T
OG0000000	Sarc4_g22923T
OG0000000	Sarc4_g22964T
OG0000000	Sarc4_g22966T
OG0000000	Sarc4_g2297T
OG0000000	Sarc4_g2299T
OG0000000	Sarc4_g23003T
OG0000000	Sarc4_g23004T
OG0000000	Sarc4_g2300T
OG0000000	Sarc4_g2304T
OG0000000	Sarc4_g23059T
OG0000000	Sarc4_g23061T
OG0000000	Sarc4_g23062T
OG0000000	Sarc4_g23090T
OG0000000	Sarc4_g23091T
OG0000000	Sarc4_g23113T
OG0000000	Sarc4_g23114T
OG0000000	Sarc4_g23115T
OG0000000	Sarc4_g23116T
OG0000000	Sarc4_g23124T
OG0000000	Sarc4_g23157T
OG0000000	Sarc4_g23158T
OG0000000	Sarc4_g23159T
OG0000000	Sarc4_g23160T
OG0000000	Sarc4_g23253T
OG0000000	Sarc4_g23271T
OG0000000	Sarc4_g23296T
OG0000000	Sarc4_g23298T
OG0000000	Sarc4_g23324T
OG0000000	Sarc4_g23329T
OG0000000	Sarc4_g23346T
OG0000000	Sarc4_g23347T
OG0000000	Sarc4_g23349T
OG0000000	Sarc4_g23358T
OG0000000	Sarc4_g23422T
OG0000000	Sarc4_g23444T
OG0000000	Sarc4_g23489T
OG0000000	Sarc4_g23494T
OG0000000	Sarc4_g2351T
OG0000000	Sarc4_g2352T
OG0000000	Sarc4_g23538T
OG0000000	Sarc4_g23543T
OG0000000	Sarc4_g23544T
OG0000000	Sarc4_g23549T
OG0000000	Sarc4_g23553T
OG0000000	Sarc4_g23555T
OG0000000	Sarc4_g23566T
OG0000000	Sarc4_g2356T
OG0000000	Sarc4_g23652T
OG0000000	Sarc4_g23657T
OG0000000	Sarc4_g23659T
OG0000000	Sarc4_g2367T
OG0000000	Sarc4_g2368T
OG0000000	Sarc4_g23737T
OG0000000	Sarc4_g23738T
OG0000000	Sarc4_g23739T
OG0000000	Sarc4_g23788T
OG0000000	Sarc4_g23793T
OG0000000	Sarc4_g23794T
OG0000000	Sarc4_g23796T
OG0000000	Sarc4_g23815T
OG0000000	Sarc4_g23817T
OG0000000	Sarc4_g23825T
OG0000000	Sarc4_g23841T
OG0000000	Sarc4_g23842T
OG0000000	Sarc4_g23844T
OG0000000	Sarc4_g23872T
OG0000000	Sarc4_g23873T
OG0000000	Sarc4_g23875T
OG0000000	Sarc4_g23876T
OG0000000	Sarc4_g23943T
OG0000000	Sarc4_g23977T
OG0000000	Sarc4_g23978T
OG0000000	Sarc4_g24043T
OG0000000	Sarc4_g24044T
OG0000000	Sarc4_g24045T
OG0000000	Sarc4_g24104T
OG0000000	Sarc4_g24105T
OG0000000	Sarc4_g24106T
OG0000000	Sarc4_g24109T
OG0000000	Sarc4_g24110T
OG0000000	Sarc4_g24111T
OG0000000	Sarc4_g24112T
OG0000000	Sarc4_g24135T
OG0000000	Sarc4_g24136T
OG0000000	Sarc4_g24137T
OG0000000	Sarc4_g24138T
OG0000000	Sarc4_g24163T
OG0000000	Sarc4_g24164T
OG0000000	Sarc4_g24190T
OG0000000	Sarc4_g24242T
OG0000000	Sarc4_g24281T
OG0000000	Sarc4_g24282T
OG0000000	Sarc4_g24325T
OG0000000	Sarc4_g24332T
OG0000000	Sarc4_g24339T
OG0000000	Sarc4_g24348T
OG0000000	Sarc4_g24349T
OG0000000	Sarc4_g24368T
OG0000000	Sarc4_g24371T
OG0000000	Sarc4_g24412T
OG0000000	Sarc4_g24507T
OG0000000	Sarc4_g24508T
OG0000000	Sarc4_g24509T
OG0000000	Sarc4_g24548T
OG0000000	Sarc4_g24550T
OG0000000	Sarc4_g24583T
OG0000000	Sarc4_g24598T
OG0000000	Sarc4_g24603T
OG0000000	Sarc4_g24607T
OG0000000	Sarc4_g24616T
OG0000000	Sarc4_g24654T
OG0000000	Sarc4_g24655T
OG0000000	Sarc4_g24657T
OG0000000	Sarc4_g24682T
OG0000000	Sarc4_g24683T
OG0000000	Sarc4_g24684T
OG0000000	Sarc4_g24705T
OG0000000	Sarc4_g24707T
OG0000000	Sarc4_g24708T
OG0000000	Sarc4_g24716T
OG0000000	Sarc4_g24738T
OG0000000	Sarc4_g24817T
OG0000000	Sarc4_g24818T
OG0000000	Sarc4_g24839T
OG0000000	Sarc4_g24861T
OG0000000	Sarc4_g24864T
OG0000000	Sarc4_g24866T
OG0000000	Sarc4_g24914T
OG0000000	Sarc4_g24915T
OG0000000	Sarc4_g24917T
OG0000000	Sarc4_g24925T
OG0000000	Sarc4_g24926T
OG0000000	Sarc4_g24928T
OG0000000	Sarc4_g24936T
OG0000000	Sarc4_g24937T
OG0000000	Sarc4_g24939T
OG0000000	Sarc4_g24947T
OG0000000	Sarc4_g24948T
OG0000000	Sarc4_g24954T
OG0000000	Sarc4_g25061T
OG0000000	Sarc4_g25062T
OG0000000	Sarc4_g25063T
OG0000000	Sarc4_g25104T
OG0000000	Sarc4_g25105T
OG0000000	Sarc4_g25118T
OG0000000	Sarc4_g25124T
OG0000000	Sarc4_g25125T
OG0000000	Sarc4_g25129T
OG0000000	Sarc4_g2512T
OG0000000	Sarc4_g25130T
OG0000000	Sarc4_g25144T
OG0000000	Sarc4_g25208T
OG0000000	Sarc4_g25209T
OG0000000	Sarc4_g25211T
OG0000000	Sarc4_g25230T
OG0000000	Sarc4_g25243T
OG0000000	Sarc4_g25244T
OG0000000	Sarc4_g25250T
OG0000000	Sarc4_g25251T
OG0000000	Sarc4_g25252T
OG0000000	Sarc4_g25253T
OG0000000	Sarc4_g25270T
OG0000000	Sarc4_g25271T
OG0000000	Sarc4_g25274T
OG0000000	Sarc4_g25275T
OG0000000	Sarc4_g25276T
OG0000000	Sarc4_g25277T
OG0000000	Sarc4_g25278T
OG0000000	Sarc4_g25279T
OG0000000	Sarc4_g25353T
OG0000000	Sarc4_g25364T
OG0000000	Sarc4_g25365T
OG0000000	Sarc4_g25366T
OG0000000	Sarc4_g25367T
OG0000000	Sarc4_g25374T
OG0000000	Sarc4_g25401T
OG0000000	Sarc4_g25403T
OG0000000	Sarc4_g25404T
OG0000000	Sarc4_g25405T
OG0000000	Sarc4_g25422T
OG0000000	Sarc4_g25532T
OG0000000	Sarc4_g25533T
OG0000000	Sarc4_g25541T
OG0000000	Sarc4_g25565T
OG0000000	Sarc4_g25617T
OG0000000	Sarc4_g25619T
OG0000000	Sarc4_g25834T
OG0000000	Sarc4_g25885T
OG0000000	Sarc4_g25886T
OG0000000	Sarc4_g25889T
OG0000000	Sarc4_g25890T
OG0000000	Sarc4_g25913T
OG0000000	Sarc4_g25928T
OG0000000	Sarc4_g25929T
OG0000000	Sarc4_g2592T
OG0000000	Sarc4_g25934T
OG0000000	Sarc4_g25935T
OG0000000	Sarc4_g25939T
OG0000000	Sarc4_g2595T
OG0000000	Sarc4_g26042T
OG0000000	Sarc4_g26060T
OG0000000	Sarc4_g26061T
OG0000000	Sarc4_g26062T
OG0000000	Sarc4_g26063T
OG0000000	Sarc4_g26130T
OG0000000	Sarc4_g26131T
OG0000000	Sarc4_g26133T
OG0000000	Sarc4_g26200T
OG0000000	Sarc4_g2620T
OG0000000	Sarc4_g26300T
OG0000000	Sarc4_g26301T
OG0000000	Sarc4_g26408T
OG0000000	Sarc4_g26409T
OG0000000	Sarc4_g26410T
OG0000000	Sarc4_g26411T
OG0000000	Sarc4_g26412T
OG0000000	Sarc4_g26416T
OG0000000	Sarc4_g26425T
OG0000000	Sarc4_g26426T
OG0000000	Sarc4_g26430T
OG0000000	Sarc4_g26445T
OG0000000	Sarc4_g26453T
OG0000000	Sarc4_g26493T
OG0000000	Sarc4_g26530T
OG0000000	Sarc4_g26533T
OG0000000	Sarc4_g26563T
OG0000000	Sarc4_g26583T
OG0000000	Sarc4_g26584T
OG0000000	Sarc4_g26585T
OG0000000	Sarc4_g26586T
OG0000000	Sarc4_g26587T
OG0000000	Sarc4_g26588T
OG0000000	Sarc4_g26630T
OG0000000	Sarc4_g26682T
OG0000000	Sarc4_g26699T
OG0000000	Sarc4_g26700T
OG0000000	Sarc4_g26701T
OG0000000	Sarc4_g26732T
OG0000000	Sarc4_g26734T
OG0000000	Sarc4_g26735T
OG0000000	Sarc4_g26736T
OG0000000	Sarc4_g26737T
OG0000000	Sarc4_g26763T
OG0000000	Sarc4_g26764T
OG0000000	Sarc4_g26765T
OG0000000	Sarc4_g26766T
OG0000000	Sarc4_g26888T
OG0000000	Sarc4_g26889T
OG0000000	Sarc4_g2694T
OG0000000	Sarc4_g26957T
OG0000000	Sarc4_g2696T
OG0000000	Sarc4_g26976T
OG0000000	Sarc4_g2697T
OG0000000	Sarc4_g27004T
OG0000000	Sarc4_g27007T
OG0000000	Sarc4_g27017T
OG0000000	Sarc4_g27019T
OG0000000	Sarc4_g27025T
OG0000000	Sarc4_g27026T
OG0000000	Sarc4_g27049T
OG0000000	Sarc4_g27050T
OG0000000	Sarc4_g27143T
OG0000000	Sarc4_g27146T
OG0000000	Sarc4_g27147T
OG0000000	Sarc4_g27148T
OG0000000	Sarc4_g27149T
OG0000000	Sarc4_g27159T
OG0000000	Sarc4_g27183T
OG0000000	Sarc4_g27185T
OG0000000	Sarc4_g27186T
OG0000000	Sarc4_g27235T
OG0000000	Sarc4_g27236T
OG0000000	Sarc4_g27238T
OG0000000	Sarc4_g27283T
OG0000000	Sarc4_g27284T
OG0000000	Sarc4_g2731T
OG0000000	Sarc4_g27322T
OG0000000	Sarc4_g27327T
OG0000000	Sarc4_g27331T
OG0000000	Sarc4_g27339T
OG0000000	Sarc4_g27340T
OG0000000	Sarc4_g2734T
OG0000000	Sarc4_g27355T
OG0000000	Sarc4_g27356T
OG0000000	Sarc4_g27357T
OG0000000	Sarc4_g27363T
OG0000000	Sarc4_g27364T
OG0000000	Sarc4_g27365T
OG0000000	Sarc4_g2737T
OG0000000	Sarc4_g2740T
OG0000000	Sarc4_g2743T
OG0000000	Sarc4_g2746T
OG0000000	Sarc4_g2749T
OG0000000	Sarc4_g27584T
OG0000000	Sarc4_g27585T
OG0000000	Sarc4_g27591T
OG0000000	Sarc4_g27599T
OG0000000	Sarc4_g27600T
OG0000000	Sarc4_g27625T
OG0000000	Sarc4_g27627T
OG0000000	Sarc4_g27658T
OG0000000	Sarc4_g27659T
OG0000000	Sarc4_g2775T
OG0000000	Sarc4_g27761T
OG0000000	Sarc4_g2776T
OG0000000	Sarc4_g2777T
OG0000000	Sarc4_g27787T
OG0000000	Sarc4_g27788T
OG0000000	Sarc4_g27799T
OG0000000	Sarc4_g27811T
OG0000000	Sarc4_g27828T
OG0000000	Sarc4_g27872T
OG0000000	Sarc4_g27892T
OG0000000	Sarc4_g27894T
OG0000000	Sarc4_g27895T
OG0000000	Sarc4_g27909T
OG0000000	Sarc4_g27919T
OG0000000	Sarc4_g27938T
OG0000000	Sarc4_g27939T
OG0000000	Sarc4_g27954T
OG0000000	Sarc4_g27957T
OG0000000	Sarc4_g27960T
OG0000000	Sarc4_g27967T
OG0000000	Sarc4_g27991T
OG0000000	Sarc4_g28138T
OG0000000	Sarc4_g28200T
OG0000000	Sarc4_g28201T
OG0000000	Sarc4_g28202T
OG0000000	Sarc4_g28211T
OG0000000	Sarc4_g28213T
OG0000000	Sarc4_g28214T
OG0000000	Sarc4_g28215T
OG0000000	Sarc4_g28233T
OG0000000	Sarc4_g28241T
OG0000000	Sarc4_g28243T
OG0000000	Sarc4_g28244T
OG0000000	Sarc4_g28251T
OG0000000	Sarc4_g28254T
OG0000000	Sarc4_g28255T
OG0000000	Sarc4_g28256T
OG0000000	Sarc4_g28272T
OG0000000	Sarc4_g28273T
OG0000000	Sarc4_g28295T
OG0000000	Sarc4_g28334T
OG0000000	Sarc4_g28335T
OG0000000	Sarc4_g28337T
OG0000000	Sarc4_g28338T
OG0000000	Sarc4_g28350T
OG0000000	Sarc4_g28357T
OG0000000	Sarc4_g28358T
OG0000000	Sarc4_g28359T
OG0000000	Sarc4_g28360T
OG0000000	Sarc4_g28421T
OG0000000	Sarc4_g28422T
OG0000000	Sarc4_g28423T
OG0000000	Sarc4_g28425T
OG0000000	Sarc4_g28463T
OG0000000	Sarc4_g28464T
OG0000000	Sarc4_g28467T
