Orthogroup	NV_TRX
OG0000009	Nv.T1.67795.1.p1
OG0000009	Nv.T1.67795.2.p1
OG0000009	Nv.T1.68547.1.p1
OG0000009	Nv.T1.68673.1.p1
OG0000009	Nv.T1.68958.1.p1
OG0000009	Nv.T1.68958.2.p1
OG0000009	Nv.T1.70139.1.p1
OG0000009	Nv.T1.70234.1.p1
OG0000009	Nv.T1.70278.1.p1
OG0000009	Nv.T1.7301.1.p1
OG0000009	Nv.T1.73618.1.p1
OG0000009	Nv.T1.74706.1.p1
OG0000009	Nv.T1.7521.1.p1
OG0000009	Nv.T1.75690.1.p1
OG0000009	Nv.T1.77721.1.p1
OG0000009	Nv.T1.7838.1.p1
OG0000009	Nv.T1.7838.2.p1
OG0000009	Nv.T1.7838.3.p1
OG0000009	Nv.T1.8209.1.p1
OG0000009	Nv.T1.8209.2.p1
OG0000009	Nv.T1.9742.1.p1
OG0000012	Nv.T1.25922.1.p1
OG0000012	Nv.T1.30111.1.p1
OG0000012	Nv.T1.30112.1.p1
OG0000012	Nv.T1.30112.1.p2
OG0000012	Nv.T1.30113.1.p1
OG0000012	Nv.T1.3527.2.p1
OG0000012	Nv.T1.40333.1.p1
OG0000012	Nv.T1.40335.1.p1
OG0000012	Nv.T1.43305.1.p1
OG0000012	Nv.T1.43306.1.p1
OG0000012	Nv.T1.43307.1.p1
OG0000012	Nv.T1.43308.1.p1
OG0000012	Nv.T1.44188.1.p1
OG0000012	Nv.T1.44189.1.p1
OG0000012	Nv.T1.49078.1.p2
OG0000012	Nv.T1.49079.1.p2
OG0000012	Nv.T1.49080.1.p1
OG0000012	Nv.T1.49244.1.p1
OG0000012	Nv.T1.5151.1.p1
OG0000012	Nv.T1.56048.1.p1
OG0000012	Nv.T1.56049.1.p1
OG0000012	Nv.T1.56050.1.p1
OG0000012	Nv.T1.56051.1.p1
OG0000012	Nv.T1.56052.1.p1
OG0000012	Nv.T1.63392.1.p1
OG0000012	Nv.T1.63571.13066.p1
OG0000012	Nv.T1.63571.13066.p4
OG0000012	Nv.T1.63571.13123.p2
OG0000012	Nv.T1.63571.303.p1
OG0000012	Nv.T1.63571.303.p2
OG0000012	Nv.T1.63571.317.p1
OG0000012	Nv.T1.63571.317.p5
OG0000012	Nv.T1.63571.318.p1
OG0000012	Nv.T1.63571.318.p5
OG0000012	Nv.T1.63571.319.p1
OG0000012	Nv.T1.63571.319.p4
OG0000012	Nv.T1.63571.320.p1
OG0000012	Nv.T1.63571.320.p4
OG0000012	Nv.T1.63571.321.p1
OG0000012	Nv.T1.63571.321.p4
OG0000012	Nv.T1.63571.6130.p1
OG0000012	Nv.T1.63571.6131.p1
OG0000012	Nv.T1.63571.6133.p1
OG0000012	Nv.T1.63571.6134.p1
OG0000012	Nv.T1.63571.6134.p4
OG0000012	Nv.T1.6362.3.p1
OG0000012	Nv.T1.63936.1.p1
OG0000012	Nv.T1.63936.2.p1
OG0000012	Nv.T1.64284.1.p1
OG0000012	Nv.T1.64284.2.p1
OG0000012	Nv.T1.65103.1.p1
OG0000012	Nv.T1.65455.1.p1
OG0000012	Nv.T1.67166.1.p1
OG0000012	Nv.T1.67166.2.p1
OG0000012	Nv.T1.67166.3.p1
OG0000012	Nv.T1.67166.4.p1
OG0000012	Nv.T1.72717.1.p1
OG0000012	Nv.T1.74256.1.p1
OG0000012	Nv.T1.8060.4.p1
OG0000012	Nv.T1.8869.1.p1
OG0000013	Nv.T1.10286.4.p1
OG0000013	Nv.T1.13855.1.p1
OG0000013	Nv.T1.14362.1.p1
OG0000013	Nv.T1.15031.2.p1
OG0000013	Nv.T1.15283.1.p1
OG0000013	Nv.T1.15387.1.p1
OG0000013	Nv.T1.1646.1.p1
OG0000013	Nv.T1.17628.1.p1
OG0000013	Nv.T1.19262.1.p1
OG0000013	Nv.T1.19263.1.p1
OG0000013	Nv.T1.19264.1.p1
OG0000013	Nv.T1.19265.1.p1
OG0000013	Nv.T1.19266.1.p1
OG0000013	Nv.T1.19266.1.p2
OG0000013	Nv.T1.19267.1.p1
OG0000013	Nv.T1.19268.1.p1
OG0000013	Nv.T1.22379.1.p1
OG0000013	Nv.T1.22380.1.p1
OG0000013	Nv.T1.29274.1.p1
OG0000013	Nv.T1.29278.1.p1
OG0000013	Nv.T1.29330.1.p1
OG0000013	Nv.T1.30145.1.p1
OG0000013	Nv.T1.30146.1.p1
OG0000013	Nv.T1.30147.1.p1
OG0000013	Nv.T1.30148.1.p1
OG0000013	Nv.T1.3044.2.p1
OG0000013	Nv.T1.3170.2.p1
OG0000013	Nv.T1.31845.1.p1
OG0000013	Nv.T1.31846.1.p1
OG0000013	Nv.T1.31847.1.p2
OG0000013	Nv.T1.31849.1.p1
OG0000013	Nv.T1.32225.1.p1
OG0000013	Nv.T1.32227.1.p1
OG0000013	Nv.T1.33469.1.p1
OG0000013	Nv.T1.33470.1.p1
OG0000013	Nv.T1.33471.1.p1
OG0000013	Nv.T1.35661.1.p1
OG0000013	Nv.T1.35663.1.p1
OG0000013	Nv.T1.35666.1.p1
OG0000013	Nv.T1.37358.1.p1
OG0000013	Nv.T1.37360.1.p1
OG0000013	Nv.T1.37362.1.p1
OG0000013	Nv.T1.43970.1.p1
OG0000013	Nv.T1.43971.1.p1
OG0000013	Nv.T1.43971.1.p2
OG0000013	Nv.T1.43972.1.p1
OG0000013	Nv.T1.44316.1.p1
OG0000013	Nv.T1.44317.1.p1
OG0000013	Nv.T1.44318.1.p2
OG0000013	Nv.T1.44532.1.p1
OG0000013	Nv.T1.44533.1.p1
OG0000013	Nv.T1.44537.1.p1
OG0000013	Nv.T1.4783.1.p1
OG0000013	Nv.T1.48154.1.p1
OG0000013	Nv.T1.48155.1.p1
OG0000013	Nv.T1.48156.1.p1
OG0000013	Nv.T1.48157.1.p1
OG0000013	Nv.T1.48158.1.p1
OG0000013	Nv.T1.53208.1.p1
OG0000013	Nv.T1.53209.1.p1
OG0000013	Nv.T1.53210.1.p1
OG0000013	Nv.T1.53211.1.p1
OG0000013	Nv.T1.53212.1.p1
OG0000013	Nv.T1.54971.1.p1
OG0000013	Nv.T1.55326.1.p1
OG0000013	Nv.T1.55327.1.p1
OG0000013	Nv.T1.55329.1.p1
OG0000013	Nv.T1.55330.1.p1
OG0000013	Nv.T1.63571.6427.p1
OG0000013	Nv.T1.63571.6428.p1
OG0000013	Nv.T1.63571.7212.p1
OG0000013	Nv.T1.63571.7213.p1
OG0000013	Nv.T1.64196.1.p1
OG0000013	Nv.T1.64196.2.p1
OG0000013	Nv.T1.64196.3.p1
OG0000013	Nv.T1.64196.4.p1
OG0000013	Nv.T1.64196.5.p1
OG0000013	Nv.T1.64196.6.p1
OG0000013	Nv.T1.64340.1.p1
OG0000013	Nv.T1.64340.2.p1
OG0000013	Nv.T1.64340.3.p1
OG0000013	Nv.T1.64340.4.p1
OG0000013	Nv.T1.64340.5.p1
OG0000013	Nv.T1.64435.3.p1
OG0000013	Nv.T1.64435.4.p1
OG0000013	Nv.T1.64435.5.p1
OG0000013	Nv.T1.64435.6.p1
OG0000013	Nv.T1.64663.1.p1
OG0000013	Nv.T1.64744.4.p1
OG0000013	Nv.T1.64744.5.p1
OG0000013	Nv.T1.64744.6.p1
OG0000013	Nv.T1.6497.1.p1
OG0000013	Nv.T1.65490.1.p1
OG0000013	Nv.T1.66505.5.p1
OG0000013	Nv.T1.66505.7.p1
OG0000013	Nv.T1.6889.1.p1
OG0000013	Nv.T1.69060.1.p1
OG0000013	Nv.T1.69060.2.p1
OG0000013	Nv.T1.69212.2.p1
OG0000013	Nv.T1.69885.1.p1
OG0000013	Nv.T1.69988.1.p1
OG0000013	Nv.T1.70031.1.p1
OG0000013	Nv.T1.70434.1.p1
OG0000013	Nv.T1.70474.1.p1
OG0000013	Nv.T1.70665.1.p1
OG0000013	Nv.T1.70791.1.p1
OG0000013	Nv.T1.70995.1.p1
OG0000013	Nv.T1.71687.1.p1
OG0000013	Nv.T1.71798.1.p1
OG0000013	Nv.T1.71929.1.p1
OG0000013	Nv.T1.72436.1.p1
OG0000013	Nv.T1.75414.1.p1
OG0000013	Nv.T1.9074.3.p1
OG0000015	Nv.T1.13156.2.p1
OG0000015	Nv.T1.19334.1.p1
OG0000015	Nv.T1.19335.1.p1
OG0000015	Nv.T1.19336.1.p1
OG0000015	Nv.T1.33348.1.p2
OG0000015	Nv.T1.33572.1.p1
OG0000015	Nv.T1.35646.1.p1
OG0000015	Nv.T1.44259.1.p1
OG0000015	Nv.T1.44260.1.p1
OG0000015	Nv.T1.44261.1.p1
OG0000015	Nv.T1.45019.1.p1
OG0000015	Nv.T1.45020.1.p1
OG0000015	Nv.T1.52864.1.p1
OG0000015	Nv.T1.54066.1.p1
OG0000015	Nv.T1.58906.1.p1
OG0000015	Nv.T1.63284.1.p1
OG0000015	Nv.T1.63571.11503.p2
OG0000015	Nv.T1.63571.2937.p1
OG0000015	Nv.T1.63571.2938.p2
OG0000015	Nv.T1.63571.2947.p1
OG0000015	Nv.T1.63571.8327.p1
OG0000015	Nv.T1.63571.8328.p1
OG0000015	Nv.T1.63765.1.p1
OG0000015	Nv.T1.6613.2.p1
OG0000015	Nv.T1.67275.1.p1
OG0000015	Nv.T1.69278.1.p1
OG0000015	Nv.T1.69278.2.p1
OG0000015	Nv.T1.7039.1.p1
OG0000015	Nv.T1.7039.2.p1
OG0000015	Nv.T1.73868.1.p1
OG0000015	Nv.T1.9041.1.p1
OG0000016	Nv.T1.11893.2.p1
OG0000016	Nv.T1.26864.1.p1
OG0000016	Nv.T1.26895.1.p1
OG0000016	Nv.T1.26896.1.p1
OG0000016	Nv.T1.26899.1.p1
OG0000016	Nv.T1.26901.1.p1
OG0000016	Nv.T1.26902.1.p1
OG0000016	Nv.T1.26910.1.p1
OG0000016	Nv.T1.28466.1.p1
OG0000016	Nv.T1.35143.1.p1
OG0000016	Nv.T1.35144.1.p1
OG0000016	Nv.T1.35146.1.p1
OG0000016	Nv.T1.37341.1.p1
OG0000016	Nv.T1.37343.1.p1
OG0000016	Nv.T1.37344.1.p1
OG0000016	Nv.T1.37874.1.p1
OG0000016	Nv.T1.40014.1.p1
OG0000016	Nv.T1.4798.2.p1
OG0000016	Nv.T1.4798.3.p1
OG0000016	Nv.T1.48763.1.p1
OG0000016	Nv.T1.48766.1.p1
OG0000016	Nv.T1.48767.1.p1
OG0000016	Nv.T1.48768.1.p1
OG0000016	Nv.T1.48769.1.p1
OG0000016	Nv.T1.48770.1.p1
OG0000016	Nv.T1.51572.1.p1
OG0000016	Nv.T1.52487.1.p1
OG0000016	Nv.T1.5787.1.p1
OG0000016	Nv.T1.60892.1.p1
OG0000016	Nv.T1.60899.1.p1
OG0000016	Nv.T1.64134.4.p1
OG0000016	Nv.T1.64657.1.p1
OG0000016	Nv.T1.64788.3.p1
OG0000016	Nv.T1.66697.1.p1
OG0000016	Nv.T1.70027.1.p1
OG0000016	Nv.T1.72241.1.p1
OG0000016	Nv.T1.891.1.p1
OG0000016	Nv.T1.891.2.p1
OG0000017	Nv.T1.10583.1.p1
OG0000017	Nv.T1.11768.1.p1
OG0000017	Nv.T1.15768.2.p1
OG0000017	Nv.T1.16654.1.p1
OG0000017	Nv.T1.1929.1.p1
OG0000017	Nv.T1.21732.1.p1
OG0000017	Nv.T1.21733.1.p1
OG0000017	Nv.T1.21734.1.p1
OG0000017	Nv.T1.27086.1.p1
OG0000017	Nv.T1.27087.1.p1
OG0000017	Nv.T1.27809.1.p1
OG0000017	Nv.T1.27811.1.p1
OG0000017	Nv.T1.28994.1.p1
OG0000017	Nv.T1.28996.1.p1
OG0000017	Nv.T1.30056.1.p1
OG0000017	Nv.T1.33134.1.p1
OG0000017	Nv.T1.33134.1.p2
OG0000017	Nv.T1.37722.1.p1
OG0000017	Nv.T1.37723.1.p1
OG0000017	Nv.T1.37724.1.p1
OG0000017	Nv.T1.37725.1.p1
OG0000017	Nv.T1.37726.1.p1
OG0000017	Nv.T1.37727.1.p1
OG0000017	Nv.T1.38967.1.p1
OG0000017	Nv.T1.41194.1.p1
OG0000017	Nv.T1.41511.1.p1
OG0000017	Nv.T1.41512.1.p1
OG0000017	Nv.T1.43709.1.p1
OG0000017	Nv.T1.43710.1.p1
OG0000017	Nv.T1.44599.1.p1
OG0000017	Nv.T1.44600.1.p1
OG0000017	Nv.T1.53570.1.p1
OG0000017	Nv.T1.53892.1.p1
OG0000017	Nv.T1.55456.1.p1
OG0000017	Nv.T1.55457.1.p1
OG0000017	Nv.T1.55458.1.p1
OG0000017	Nv.T1.5562.1.p1
OG0000017	Nv.T1.59119.1.p1
OG0000017	Nv.T1.6197.1.p1
OG0000017	Nv.T1.6197.2.p1
OG0000017	Nv.T1.63571.1933.p1
OG0000017	Nv.T1.63571.1937.p1
OG0000017	Nv.T1.63571.1938.p1
OG0000017	Nv.T1.63571.1939.p1
OG0000017	Nv.T1.63571.1941.p1
OG0000017	Nv.T1.63571.1942.p1
OG0000017	Nv.T1.63571.1943.p1
OG0000017	Nv.T1.63571.1944.p1
OG0000017	Nv.T1.63571.1945.p1
OG0000017	Nv.T1.63571.5976.p1
OG0000017	Nv.T1.63571.5977.p1
OG0000017	Nv.T1.63571.5978.p1
OG0000017	Nv.T1.64120.1.p1
OG0000017	Nv.T1.64120.10.p1
OG0000017	Nv.T1.64120.11.p1
OG0000017	Nv.T1.64120.2.p1
OG0000017	Nv.T1.64120.3.p1
OG0000017	Nv.T1.64120.4.p1
OG0000017	Nv.T1.64120.5.p1
OG0000017	Nv.T1.64120.6.p1
OG0000017	Nv.T1.64120.7.p1
OG0000017	Nv.T1.64120.8.p1
OG0000017	Nv.T1.64120.9.p1
OG0000017	Nv.T1.64544.2.p1
OG0000017	Nv.T1.64878.1.p2
OG0000017	Nv.T1.6526.3.p1
OG0000017	Nv.T1.65278.1.p1
OG0000017	Nv.T1.65278.2.p1
OG0000017	Nv.T1.65278.3.p1
OG0000017	Nv.T1.65278.4.p1
OG0000017	Nv.T1.65278.6.p1
OG0000017	Nv.T1.65278.7.p1
OG0000017	Nv.T1.65278.8.p1
OG0000017	Nv.T1.68595.1.p1
OG0000017	Nv.T1.68595.3.p1
OG0000017	Nv.T1.7056.2.p1
OG0000017	Nv.T1.7056.3.p1
OG0000017	Nv.T1.9786.1.p1
OG0000017	Nv.T1.9786.3.p1
OG0000017	Nv.T1.9845.2.p1
OG0000021	Nv.T1.1133.2.p1
OG0000021	Nv.T1.11617.1.p1
OG0000021	Nv.T1.16557.1.p1
OG0000021	Nv.T1.28292.1.p1
OG0000021	Nv.T1.28293.1.p1
OG0000021	Nv.T1.28294.1.p1
OG0000021	Nv.T1.28295.1.p1
OG0000021	Nv.T1.3649.1.p1
OG0000021	Nv.T1.38259.1.p1
OG0000021	Nv.T1.40720.1.p1
OG0000021	Nv.T1.43914.1.p1
OG0000021	Nv.T1.43915.1.p1
OG0000021	Nv.T1.43916.1.p1
OG0000021	Nv.T1.44548.1.p1
OG0000021	Nv.T1.48477.1.p2
OG0000021	Nv.T1.48478.1.p2
OG0000021	Nv.T1.48480.1.p2
OG0000021	Nv.T1.50822.1.p1
OG0000021	Nv.T1.5350.3.p1
OG0000021	Nv.T1.5751.1.p1
OG0000021	Nv.T1.61750.1.p1
OG0000021	Nv.T1.62814.1.p1
OG0000021	Nv.T1.63264.1.p1
OG0000021	Nv.T1.63265.1.p1
OG0000021	Nv.T1.63266.1.p1
OG0000021	Nv.T1.63571.12089.p1
OG0000021	Nv.T1.63571.12090.p1
OG0000021	Nv.T1.63571.12091.p1
OG0000021	Nv.T1.63571.12092.p1
OG0000021	Nv.T1.63571.13779.p1
OG0000021	Nv.T1.63571.13792.p1
OG0000021	Nv.T1.63571.13793.p1
OG0000021	Nv.T1.63571.13794.p1
OG0000021	Nv.T1.63571.5874.p1
OG0000021	Nv.T1.63571.6033.p1
OG0000021	Nv.T1.63571.6034.p1
OG0000021	Nv.T1.63571.6035.p1
OG0000021	Nv.T1.65873.1.p1
OG0000021	Nv.T1.65873.2.p1
OG0000021	Nv.T1.65873.3.p2
OG0000021	Nv.T1.6780.1.p1
OG0000021	Nv.T1.8526.1.p1
OG0000021	Nv.T1.9322.2.p1
OG0000023	Nv.T1.10010.1.p1
OG0000023	Nv.T1.1220.2.p1
OG0000023	Nv.T1.13055.1.p1
OG0000023	Nv.T1.13465.2.p1
OG0000023	Nv.T1.21434.1.p1
OG0000023	Nv.T1.21435.1.p1
OG0000023	Nv.T1.23110.1.p1
OG0000023	Nv.T1.23111.1.p1
OG0000023	Nv.T1.24424.1.p1
OG0000023	Nv.T1.2498.1.p1
OG0000023	Nv.T1.2545.1.p1
OG0000023	Nv.T1.27480.1.p1
OG0000023	Nv.T1.27481.1.p1
OG0000023	Nv.T1.27482.1.p1
OG0000023	Nv.T1.27483.1.p1
OG0000023	Nv.T1.27484.1.p1
OG0000023	Nv.T1.27488.1.p1
OG0000023	Nv.T1.29342.1.p1
OG0000023	Nv.T1.29496.1.p1
OG0000023	Nv.T1.29499.1.p1
OG0000023	Nv.T1.31174.1.p1
OG0000023	Nv.T1.32448.1.p1
OG0000023	Nv.T1.416.1.p2
OG0000023	Nv.T1.45156.1.p1
OG0000023	Nv.T1.45157.1.p1
OG0000023	Nv.T1.50239.1.p1
OG0000023	Nv.T1.59853.1.p1
OG0000023	Nv.T1.6064.4.p1
OG0000023	Nv.T1.63571.13014.p2
OG0000023	Nv.T1.63571.13015.p1
OG0000023	Nv.T1.63571.13606.p1
OG0000023	Nv.T1.63571.13607.p1
OG0000023	Nv.T1.63571.13608.p1
OG0000023	Nv.T1.63571.13610.p1
OG0000023	Nv.T1.63571.13611.p1
OG0000023	Nv.T1.63571.13612.p1
OG0000023	Nv.T1.71381.1.p1
OG0000023	Nv.T1.73687.1.p1
OG0000023	Nv.T1.74234.1.p1
OG0000029	Nv.T1.10127.2.p1
OG0000029	Nv.T1.1088.3.p1
OG0000029	Nv.T1.12653.549.p1
OG0000029	Nv.T1.14509.2.p1
OG0000029	Nv.T1.18397.1.p1
OG0000029	Nv.T1.18398.1.p1
OG0000029	Nv.T1.18399.1.p1
OG0000029	Nv.T1.2928.1.p1
OG0000029	Nv.T1.48122.1.p1
OG0000029	Nv.T1.52302.1.p1
OG0000029	Nv.T1.54815.1.p1
OG0000029	Nv.T1.54816.1.p1
OG0000029	Nv.T1.54827.1.p1
OG0000029	Nv.T1.57592.1.p1
OG0000029	Nv.T1.69963.1.p1
OG0000029	Nv.T1.73845.1.p1
OG0000029	Nv.T1.78076.1.p1
OG0000030	Nv.T1.11506.1.p1
OG0000030	Nv.T1.12380.1.p1
OG0000030	Nv.T1.12653.1113.p1
OG0000030	Nv.T1.18660.1.p4
OG0000030	Nv.T1.207.1.p1
OG0000030	Nv.T1.25131.1.p1
OG0000030	Nv.T1.29626.1.p1
OG0000030	Nv.T1.30073.1.p1
OG0000030	Nv.T1.30074.1.p1
OG0000030	Nv.T1.30075.1.p1
OG0000030	Nv.T1.30077.1.p1
OG0000030	Nv.T1.30078.1.p1
OG0000030	Nv.T1.35019.1.p1
OG0000030	Nv.T1.35020.1.p1
OG0000030	Nv.T1.43930.1.p2
OG0000030	Nv.T1.52748.1.p1
OG0000030	Nv.T1.52749.1.p1
OG0000030	Nv.T1.52750.1.p1
OG0000030	Nv.T1.52751.1.p1
OG0000030	Nv.T1.64824.1.p1
OG0000030	Nv.T1.64824.2.p1
OG0000030	Nv.T1.64824.3.p1
OG0000030	Nv.T1.65196.1.p1
OG0000030	Nv.T1.65196.2.p1
OG0000030	Nv.T1.65196.3.p1
OG0000030	Nv.T1.65196.4.p1
OG0000030	Nv.T1.65196.5.p1
OG0000030	Nv.T1.6562.1.p1
OG0000030	Nv.T1.6562.4.p1
OG0000030	Nv.T1.66219.1.p1
OG0000030	Nv.T1.68127.1.p1
OG0000030	Nv.T1.70401.1.p1
OG0000030	Nv.T1.70511.1.p1
OG0000030	Nv.T1.70511.3.p1
OG0000030	Nv.T1.8225.1.p1
OG0000030	Nv.T1.9802.1.p1
OG0000031	Nv.T1.11547.2.p1
OG0000031	Nv.T1.11547.7.p1
OG0000031	Nv.T1.11547.8.p1
OG0000031	Nv.T1.11910.1.p1
OG0000031	Nv.T1.12653.1241.p1
OG0000031	Nv.T1.12653.215.p1
OG0000031	Nv.T1.1287.2.p1
OG0000031	Nv.T1.17120.1.p1
OG0000031	Nv.T1.17120.1.p2
OG0000031	Nv.T1.33440.1.p1
OG0000031	Nv.T1.35005.1.p1
OG0000031	Nv.T1.35006.1.p1
OG0000031	Nv.T1.35007.1.p1
OG0000031	Nv.T1.40336.1.p1
OG0000031	Nv.T1.48612.1.p1
OG0000031	Nv.T1.48613.1.p1
OG0000031	Nv.T1.48614.1.p1
OG0000031	Nv.T1.48815.1.p1
OG0000031	Nv.T1.48816.1.p1
OG0000031	Nv.T1.48817.1.p1
OG0000031	Nv.T1.5160.1.p1
OG0000031	Nv.T1.58453.1.p1
OG0000031	Nv.T1.59245.1.p1
OG0000031	Nv.T1.61814.1.p1
OG0000031	Nv.T1.61815.1.p1
OG0000031	Nv.T1.6227.1.p1
OG0000031	Nv.T1.64624.8.p1
OG0000031	Nv.T1.64643.1.p1
OG0000031	Nv.T1.64643.2.p1
OG0000031	Nv.T1.64643.3.p1
